                   R	                   W	                   T	                   K	                   L	                   E	                   U
   0.062596094282829	   1.173091866791511	   0.011306767524860	   4.535904370356310	   0.842732180951385	   0.108965440248076	   0.053159327880998	
   0.062599431150517	   1.173073909754940	   0.011306767524860	   4.534612589997789	   0.842522785692933	   0.109149942081059	   0.053165165616130	
   0.062591806561730	   1.173114951316791	   0.011306767524860	   4.534522737687686	   0.842424226363730	   0.109236062624363	   0.053168816843236	
   0.062583599439842	   1.173159133845998	   0.011306767524860	   4.534617493757954	   0.842353713163637	   0.109296659143784	   0.053171249976088	
   0.062576487680375	   1.173197424512638	   0.011306767524860	   4.534713428204506	   0.842295177831979	   0.109347587983755	   0.053172813728217	
   0.062570488877269	   1.173229726527730	   0.011306767524860	   4.534787117885786	   0.842244458602359	   0.109392757885231	   0.053173625280047	
   0.062565334902226	   1.173257482034408	   0.011306767524860	   4.534844624565499	   0.842199803369530	   0.109433606678016	   0.053173857414624	
   0.062560765948759	   1.173282089080962	   0.011306767524860	   4.534894712293300	   0.842160050788119	   0.109470913378629	   0.053173692382849	
   0.062556580244064	   1.173304633691740	   0.011306767524860	   4.534943885337774	   0.842124242551952	   0.109505268292924	   0.053173275599429	
   0.062552639313850	   1.173325861301276	   0.011306767524860	   4.534996375317411	   0.842091677702101	   0.109537063935129	   0.053172711925645	
   0.062548851462480	   1.173346265581686	   0.011306767524860	   4.535054514372185	   0.842061804682909	   0.109566636804663	   0.053172073100723	
   0.062545156544683	   1.173366170377073	   0.011306767524860	   4.535119375498016	   0.842034176821913	   0.109594281746719	   0.053171406730163	
   0.062541516691336	   1.173385779607038	   0.011306767524860	   4.535191345839828	   0.842008459239134	   0.109620217882983	   0.053170740038481	
   0.062537909355895	   1.173405214689983	   0.011306767524860	   4.535270326710904	   0.841984391354756	   0.109644632310384	   0.053170090349641	
   0.062534319529506	   1.173424556461464	   0.011306767524860	   4.535356070501279	   0.841961765871320	   0.109667685351941	   0.053169468234228	
   0.062530738516272	   1.173443851761078	   0.011306767524860	   4.535448189247234	   0.841940417221648	   0.109689507379253	   0.053168881749774	
   0.062527160733401	   1.173463130664834	   0.011306767524860	   4.535546291306768	   0.841920212589745	   0.109710201951020	   0.053168336943424	
   0.062523583506375	   1.173482407583869	   0.011306767524860	   4.535649942699808	   0.841901042538241	   0.109729858666211	   0.053167838850475	
   0.062520005771590	   1.173501688251296	   0.011306767524860	   4.535758713445043	   0.841882815682366	   0.109748555998376	   0.053167390013846	
   0.062516427764467	   1.173520971401113	   0.011306767524860	   4.535872176070988	   0.841865455064795	   0.109766361993457	   0.053166992178608	
   0.062512850059069	   1.173540253941458	   0.011306767524860	   4.535989945925945	   0.841848895327645	   0.109783336310493	   0.053166645946410	
   0.062509273684440	   1.173559530327838	   0.011306767524860	   4.536111661761297	   0.841833080354838	   0.109799530763529	   0.053166351263049	
   0.062505700597030	   1.173578790015673	   0.011306767524860	   4.536236947974692	   0.841817961339135	   0.109814991822648	   0.053166107299799	
   0.062502132348294	   1.173598024640804	   0.011306767524860	   4.536365488317482	   0.841803496154154	   0.109829760224391	   0.053165912719664	
   0.062498570810608	   1.173617224107543	   0.011306767524860	   4.536496972751441	   0.841789647284396	   0.109843873250297	   0.053165765890206	
   0.062495017872373	   1.173636378231736	   0.011306767524860	   4.536631111029043	   0.841776381071666	   0.109857365279406	   0.053165665149683	
   0.062491475675348	   1.173655475459930	   0.011306767524860	   4.536767619044937	   0.841763667733560	   0.109870266893687	   0.053165607843287	
   0.062487946284025	   1.173674504653572	   0.011306767524860	   4.536906227750792	   0.841751479462458	   0.109882606811611	   0.053165591769011	
   0.062484431525227	   1.173693455952970	   0.011306767524860	   4.537046696975721	   0.841739791268252	   0.109894411267287	   0.053165614825911	
   0.062480933632033	   1.173712317305483	   0.011306767524860	   4.537188772586338	   0.841728579945769	   0.109905704980758	   0.053165674681897	
   0.062477454322144	   1.173731079435141	   0.011306767524860	   4.537332241535011	   0.841717824387883	   0.109916510558098	   0.053165769179885	
   0.062473996461616	   1.173749726871560	   0.011306767524860	   4.537476830863418	   0.841707504717911	   0.109926849422726	   0.053165896101322	
   0.062470561482964	   1.173768251871020	   0.011306767524860	   4.537622361679064	   0.841697603126043	   0.109936741150496	   0.053166053313365	
   0.062467151566560	   1.173786642656132	   0.011306767524860	   4.537768613117738	   0.841688102055929	   0.109946204679683	   0.053166238763087	
   0.062463768483877	   1.173804889651604	   0.011306767524860	   4.537915392918115	   0.841678984877407	   0.109955258170770	   0.053166450445270	
   0.062460414251692	   1.173822981957952	   0.011306767524860	   4.538062503853557	   0.841670236681410	   0.109963918399627	   0.053166686389215	
   0.062457090653715	   1.173840909929546	   0.011306767524860	   4.538209761103574	   0.841661842369445	   0.109972201489425	   0.053166944806941	
   0.062453799338268	   1.173858664649988	   0.011306767524860	   4.538356994995863	   0.841653788204464	   0.109980122712040	   0.053167223940592	
   0.062450542252037	   1.173876235592148	   0.011306767524860	   4.538504021697653	   0.841646061035734	   0.109987696611675	   0.053167522067245	
   0.062447320865767	   1.173893614793613	   0.011306767524860	   4.538650687709600	   0.841638648235982	   0.109994937238364	   0.053167837609607	
   0.062444136848254	   1.173910793222265	   0.011306767524860	   4.538796831297381	   0.841631537785448	   0.110001857754495	   0.053168169052280	
   0.062440991438291	   1.173927764165058	   0.011306767524860	   4.538942318202280	   0.841624718144888	   0.110008471012205	   0.053168514834888	
   0.062437886103385	   1.173944519673866	   0.011306767524860	   4.539087004098413	   0.841618178371733	   0.110014789233723	   0.053168873546046	
   0.062434822372630	   1.173961051466429	   0.011306767524860	   4.539230742829830	   0.841611907854250	   0.110020824154513	   0.053169243967598	
   0.062431801600297	   1.173977352203298	   0.011306767524860	   4.539373401173536	   0.841605896504067	   0.110026587072106	   0.053169624675609	
   0.062428824624119	   1.173993417331127	   0.011306767524860	   4.539514877112552	   0.841600134474685	   0.110032088905180	   0.053170014474965	
   0.062425892689159	   1.174009240098244	   0.011306767524860	   4.539655046297347	   0.841594612159360	   0.110037340130833	   0.053170412234218	
   0.062423006648430	   1.174024815866929	   0.011306767524860	   4.539793810535908	   0.841589320595307	   0.110042350832117	   0.053170816911892	
   0.062420167613278	   1.174040138606284	   0.011306767524860	   4.539931058921985	   0.841584251238348	   0.110047130406292	   0.053171227464695	
   0.062417376318366	   1.174055204317913	   0.011306767524860	   4.540066701237528	   0.841579395335219	   0.110051688541101	   0.053171642857263	
   0.062414633544423	   1.174070008753117	   0.011306767524860	   4.540200647812345	   0.841574744735887	   0.110056034179431	   0.053172062135027	
   0.062411940178606	   1.174084547090383	   0.011306767524860	   4.540332805275996	   0.841570291745755	   0.110060175976686	   0.053172484453884	
   0.062409296416122	   1.174098818241683	   0.011306767524860	   4.540463121266971	   0.841566028841324	   0.110064122174083	   0.053172908980941	
   0.062406703281738	   1.174112816642348	   0.011306767524860	   4.540591496912445	   0.841561948791638	   0.110067880720840	   0.053173334954286	
   0.062404160941127	   1.174126541364426	   0.011306767524860	   4.540717882783936	   0.841558044301019	   0.110071459573628	   0.053173761603507	
   0.062401669743851	   1.174139990487889	   0.011306767524860	   4.540842222778505	   0.841554308812706	   0.110074865963270	   0.053174188248997	
   0.062399229953540	   1.174153162556177	   0.011306767524860	   4.540964461880847	   0.841550735051340	   0.110078107748921	   0.053174614171491	
   0.062396841858768	   1.174166055980476	   0.011306767524860	   4.541084548690683	   0.841547316673446	   0.110081191738490	   0.053175038810957	
   0.062394506081662	   1.174178667370464	   0.011306767524860	   4.541202414720543	   0.841544047758021	   0.110084124713421	   0.053175461439273	
   0.062392222803906	   1.174190995713961	   0.011306767524860	   4.541318017282724	   0.841540922431559	   0.110086913190086	   0.053175881429772	
   0.062389991152909	   1.174203045689863	   0.011306767524860	   4.541431374531567	   0.841537934767213	   0.110089563408900	   0.053176298524509	
