ASSET	 TYPE	 PROD	              distVE	                SSVE	                 TVE
    0	    0	199373856	   0.000000000000000	   0.000000000000000	   0.000000000000000
    1	    0	199373856	   0.000000000000000	   0.000000000000000	   0.000000000000000
    0	    0	199373856	   0.028895878633786	   0.000000000000000	   0.000000000000000
    1	    0	199373856	   0.028895878633786	   0.000000000000000	   0.000000000000000
    0	    0	199373856	   0.058626729069591	   0.000000079356878	   0.001668802591080
    1	    0	199373856	   0.058626729069591	   0.000000079356878	   0.001668802591080
    0	    0	199373856	   0.089216678551268	   0.000000215222157	   0.001737884488040
    1	    0	199373856	   0.089216678551268	   0.000000215222157	   0.001737884488040
    0	    0	199373856	   0.120690551500581	   0.000000385101126	   0.001788985254652
    1	    0	199373856	   0.120690551500581	   0.000000385101126	   0.001788985254652
    0	    0	199373856	   0.153073889662773	   0.000001433595580	   0.001845631598506
    1	    0	199373856	   0.153073889662773	   0.000001433595580	   0.001845631598506
    0	    0	199373856	   0.186392972834257	   0.000000596959325	   0.001853323840274
    1	    0	199373856	   0.186392972834257	   0.000000596959325	   0.001853323840274
    0	    0	199373856	   0.220674840189252	   0.000002402824570	   0.001903050123651
    1	    0	199373856	   0.220674840189252	   0.000002402824570	   0.001903050123651
    0	    0	199373856	   0.255947312222677	   0.000000438092978	   0.001896284438354
    1	    0	199373856	   0.255947312222677	   0.000000438092978	   0.001896284438354
    0	    0	199373856	   0.292239013327094	   0.000001655801485	   0.001941320111950
    1	    0	199373856	   0.292239013327094	   0.000001655801485	   0.001941320111950
    0	    0	199373856	   0.329579395022038	   0.000000593841061	   0.001928107640696
    1	    0	199373856	   0.329579395022038	   0.000000593841061	   0.001928107640696
    0	    0	199373856	   0.367998759854577	   0.000002339197746	   0.002079567652258
    1	    0	199373856	   0.367998759854577	   0.000002339197746	   0.002079567652258
    0	    0	199373856	   0.407528285990505	   0.000000679366720	   0.001953168968402
    1	    0	199373856	   0.407528285990505	   0.000000679366720	   0.001953168968402
    0	    0	199373856	   0.448200052516108	   0.000002644489830	   0.002106977817027
    1	    0	199373856	   0.448200052516108	   0.000002644489830	   0.002106977817027
    0	    0	199373856	   0.490047065471057	   0.000000537150945	   0.002010657241615
    1	    0	199373856	   0.490047065471057	   0.000000537150945	   0.002010657241615
    0	    0	199373856	   0.533103284633538	   0.000001859706105	   0.002073257048141
    1	    0	199373856	   0.533103284633538	   0.000001859706105	   0.002073257048141
    0	    0	199373856	   0.577403651079368	   0.000000583691578	   0.002031151651634
    1	    0	199373856	   0.577403651079368	   0.000000583691578	   0.002031151651634
    0	    0	199373856	   0.622984115537448	   0.000002020937857	   0.002044584293459
    1	    0	199373856	   0.622984115537448	   0.000002020937857	   0.002044584293459
    0	    0	199373856	   0.669881667564581	   0.000000737003965	   0.001994287440929
    1	    0	199373856	   0.669881667564581	   0.000000737003965	   0.001994287440929
    0	    0	199373856	   0.718134365563312	   0.000002416604393	   0.002044880451799
    1	    0	199373856	   0.718134365563312	   0.000002416604393	   0.002044880451799
    0	    0	199373856	   0.767781367667167	   0.000000812043021	   0.002010845046445
    1	    0	199373856	   0.767781367667167	   0.000000812043021	   0.002010845046445
    0	    0	199373856	   0.818862963518346	   0.000002714374755	   0.002012672670951
    1	    0	199373856	   0.818862963518346	   0.000002714374755	   0.002012672670951
    0	    0	199373856	   0.871420606963662	   0.000000648913628	   0.001967760456150
    1	    0	199373856	   0.871420606963662	   0.000000648913628	   0.001967760456150
    0	    0	199373856	   0.925496949695250	   0.000001990856764	   0.001994651595910
    1	    0	199373856	   0.925496949695250	   0.000001990856764	   0.001994651595910
    0	    0	199373856	   0.981135875863370	   0.000000690299779	   0.001960026177962
    1	    0	199373856	   0.981135875863370	   0.000000690299779	   0.001960026177962
    0	    0	199373856	   1.038382537689358	   0.000002062378453	   0.001964057043160
    1	    0	199373856	   1.038382537689358	   0.000002062378453	   0.001964057043160
    0	    0	199373856	   1.097283392107659	   0.000000847119165	   0.001949271168142
    1	    0	199373856	   1.097283392107659	   0.000000847119165	   0.001949271168142
    0	    0	199373856	   1.157886238466658	   0.000002375479274	   0.001912101858619
    1	    0	199373856	   1.157886238466658	   0.000002375479274	   0.001912101858619
    0	    0	199373856	   1.220240257318908	   0.000000863935204	   0.001923498882091
    1	    0	199373856	   1.220240257318908	   0.000000863935204	   0.001923498882091
    0	    0	199373856	   1.284396050332241	   0.000002378866170	   0.001913032930517
    1	    0	199373856	   1.284396050332241	   0.000002378866170	   0.001913032930517
    0	    0	199373856	   1.350405681354142	   0.000001473912391	   0.001880902727441
    1	    0	199373856	   1.350405681354142	   0.000001473912391	   0.001880902727441
    0	    0	199373856	   1.418322718662713	   0.000002542725599	   0.001899678005846
    1	    0	199373856	   1.418322718662713	   0.000002542725599	   0.001899678005846
    0	    0	199373856	   1.488202278438519	   0.000001618037678	   0.001861175166485
    1	    0	199373856	   1.488202278438519	   0.000001618037678	   0.001861175166485
    0	    0	199373856	   1.560101069492589	   0.000002371888753	   0.001878534530796
    1	    0	199373856	   1.560101069492589	   0.000002371888753	   0.001878534530796
    0	    0	199373856	   1.634077439286873	   0.000001975391246	   0.001711738747640
    1	    0	199373856	   1.634077439286873	   0.000001975391246	   0.001711738747640
    0	    0	199373856	   1.710191421284502	   0.000003318196090	   0.001851422805631
    1	    0	199373856	   1.710191421284502	   0.000003318196090	   0.001851422805631
    0	    0	199373856	   1.788504783668267	   0.000002655723355	   0.001821679713333
    1	    0	199373856	   1.788504783668267	   0.000002655723355	   0.001821679713333
    0	    0	199373856	   1.869081079466878	   0.000005342009128	   0.001822753011717
    1	    0	199373856	   1.869081079466878	   0.000005342009128	   0.001822753011717
    0	    0	199373856	   1.951985698129646	   0.000002705323666	   0.001804556123173
    1	    0	199373856	   1.951985698129646	   0.000002705323666	   0.001804556123173
    0	    0	199373856	   2.037285918591472	   0.000004920940103	   0.001800414249132
    1	    0	199373856	   2.037285918591472	   0.000004920940103	   0.001800414249132
    0	    0	199373856	   2.125050963871200	   0.000002639188864	   0.001776293561959
    1	    0	199373856	   2.125050963871200	   0.000002639188864	   0.001776293561959
    0	    0	199373856	   2.215352057247619	   0.000003789181357	   0.001777991526010
    1	    0	199373856	   2.215352057247619	   0.000003789181357	   0.001777991526010
    0	    0	199373856	   2.308262480058741	   0.000002825256220	   0.001752366971912
    1	    0	199373856	   2.308262480058741	   0.000002825256220	   0.001752366971912
    0	    0	199373856	   2.403857631171228	   0.000015108630365	   0.001760570695539
    1	    0	199373856	   2.403857631171228	   0.000015108630365	   0.001760570695539
    0	    0	199373856	   2.502215088168239	   0.000003915829085	   0.001728516087196
    1	    0	199373856	   2.502215088168239	   0.000003915829085	   0.001728516087196
    0	    0	199373856	   2.603414670305364	   0.000042253311723	   0.001744902477002
    1	    0	199373856	   2.603414670305364	   0.000042253311723	   0.001744902477002
    0	    0	199373856	   2.707538503285713	   0.000004004120571	   0.001705637721416
    1	    0	199373856	   2.707538503285713	   0.000004004120571	   0.001705637721416
    0	    0	199373856	   2.814671085906746	   0.000040989083258	   0.001728497237605
    1	    0	199373856	   2.814671085906746	   0.000040989083258	   0.001728497237605
    0	    0	199373856	   2.924899358632921	   0.000011585034421	   0.001683140467299
    1	    0	199373856	   2.924899358632921	   0.000011585034421	   0.001683140467299
    0	    0	199373856	   3.038312774149804	   0.000085589281178	   0.001830993960259
    1	    0	199373856	   3.038312774149804	   0.000085589281178	   0.001830993960259
    0	    0	199373856	   3.155003369956905	   0.000013590793464	   0.001659536369164
    1	    0	199373856	   3.155003369956905	   0.000013590793464	   0.001659536369164
    0	    0	199373856	   3.275065843058154	   0.000085077764807	   0.001813684282724
    1	    0	199373856	   3.275065843058154	   0.000085077764807	   0.001813684282724
    0	    0	199373856	   3.398597626810607	   0.000016945163610	   0.001627790124474
    1	    0	199373856	   3.398597626810607	   0.000016945163610	   0.001627790124474
    0	    0	199373856	   3.525698969993787	   0.000132522589507	   0.001835203350379
    1	    0	199373856	   3.525698969993787	   0.000132522589507	   0.001835203350379
    0	    0	199373856	   3.656473018163779	   0.000019198168951	   0.001614046194635
    1	    0	199373856	   3.656473018163779	   0.000019198168951	   0.001614046194635
    0	    0	199373856	   3.791025897358140	   0.000135249947166	   0.001822821681777
    1	    0	199373856	   3.791025897358140	   0.000135249947166	   0.001822821681777
    0	    0	199373856	   3.929466800219529	   0.000020832038635	   0.001592973824120
    1	    0	199373856	   3.929466800219529	   0.000020832038635	   0.001592973824120
    0	    0	199373856	   4.071908074607951	   0.000141488933533	   0.001802124069320
    1	    0	199373856	   4.071908074607951	   0.000141488933533	   0.001802124069320
    0	    0	199373856	   4.218465314773542	   0.000022647789210	   0.001572469489718
    1	    0	199373856	   4.218465314773542	   0.000022647789210	   0.001572469489718
    0	    0	199373856	   4.369257455163862	   0.000156090386387	   0.001775452590287
