   R	                   W	                   T	                   K	                   L	                   E	                   U	
   0.058619852924971	   1.195051451958088	   0.013827793094218	   4.972972181808882	   0.877534662333297	   0.072079558053525	   0.054723658186155	
   0.058622727232725	   1.195035163624459	   0.013827807684689	   4.972770503840842	   0.877532297574165	   0.072083232813748	   0.054722274459298	
   0.058625498010965	   1.195019462563222	   0.013827822224372	   4.972575286062357	   0.877529873976873	   0.072086929637005	   0.054720931430714	
   0.058628167947786	   1.195004333478332	   0.013827836687673	   4.972386382056364	   0.877527396990138	   0.072090643999723	   0.054719628501904	
   0.058630738473472	   1.194989768205005	   0.013827851060597	   4.972203724919740	   0.877524871544459	   0.072094371246865	   0.054718365118730	
   0.058633212313940	   1.194975751241491	   0.013827865337101	   4.972027159881260	   0.877522302024405	   0.072098107696488	   0.054717140773877	
   0.058635590803833	   1.194962274971821	   0.013827879492699	   4.971856624054580	   0.877519692942137	   0.072101848934323	   0.054715955053643	
   0.058637875316850	   1.194949331562906	   0.013827893518933	   4.971692048001525	   0.877517048092131	   0.072105591475432	   0.054714807241954	
   0.058640068186849	   1.194936907744094	   0.013827907378935	   4.971533303455999	   0.877514371974786	   0.072109331504623	   0.054713696830921	
   0.058642171396339	   1.194924992238816	   0.013827921090011	   4.971380281493020	   0.877511668432428	   0.072113065446331	   0.054712623299837	
   0.058644186773687	   1.194913574646775	   0.013827934647825	   4.971232886911977	   0.877508941938686	   0.072116789364833	   0.054711586007720	
   0.058646115559169	   1.194902647901269	   0.013827948024069	   4.971091056719279	   0.877506195849552	   0.072120500680755	   0.054710584359682	
   0.058647959646895	   1.194892201236527	   0.013827961238773	   4.970954682503120	   0.877503433044377	   0.072124196575363	   0.054709617872855	
   0.058649721862293	   1.194882218611862	   0.013827974263304	   4.970823600460372	   0.877500657383245	   0.072127873970023	   0.054708685771095	
   0.058651403334269	   1.194872693599846	   0.013827987108614	   4.970697752984033	   0.877497871858544	   0.072131530047410	   0.054707787581117	
   0.058653005518493	   1.194863617924494	   0.013827999769729	   4.970577063304138	   0.877495079848518	   0.072135162037565	   0.054706922901045	
   0.058654531352555	   1.194854974917839	   0.013828012217038	   4.970461357308592	   0.877492284662755	   0.072138767462197	   0.054706090769681	
   0.058655982566357	   1.194846754754823	   0.013828024464817	   4.970350537505426	   0.877489489175098	   0.072142344219701	   0.054705290454676	
   0.058657359831353	   1.194838953608016	   0.013828036526839	   4.970244572321378	   0.877486695659108	   0.072145889919886	   0.054704521498998	
   0.058658666439495	   1.194831552808684	   0.013828048385784	   4.970143259493010	   0.877483906527274	   0.072149403104006	   0.054703783075037	
   0.058659903701225	   1.194824544914116	   0.013828060027354	   4.970046531583812	   0.877481125091216	   0.072152880938643	   0.054703074838941	
   0.058661072887838	   1.194817922704512	   0.013828071440922	   4.969954314898248	   0.877478353101109	   0.072156322148161	   0.054702396009506	
   0.058662165207835	   1.194811735955513	   0.013828082728704	   4.969867197541604	   0.877475592880635	   0.072159698453754	   0.054701773376353	
   0.058663202989007	   1.194805858188609	   0.013828093895663	   4.969783691264485	   0.877472839713961	   0.072163060633315	   0.054701169644452	
   0.058664179379270	   1.194800328200666	   0.013828104731811	   4.969704293264697	   0.877470102264038	   0.072166384351104	   0.054700586914952	
   0.058665095449933	   1.194795139909649	   0.013828115273089	   4.969628958706445	   0.877467385047673	   0.072169664226551	   0.054700026683456	
   0.058665952847410	   1.194790283979462	   0.013828125567362	   4.969557588963026	   0.877464689718881	   0.072172898745510	   0.054699490101000	
   0.058666752985684	   1.194785752390429	   0.013828135657793	   4.969490094902289	   0.877462016922002	   0.072176087558582	   0.054698977497232	
   0.058667497384287	   1.194781536526423	   0.013828145537656	   4.969426386545139	   0.877459368366686	   0.072179229298780	   0.054698489013924	
   0.058668184831915	   1.194777643238266	   0.013828155215220	   4.969366549848309	   0.877456745273318	   0.072182320163697	   0.054698027637668	
   0.058668821707427	   1.194774036391505	   0.013828164700904	   4.969310164018832	   0.877454147073991	   0.072185364740682	   0.054697589042149	
   0.058669408179338	   1.194770715025214	   0.013828173979781	   4.969257233363522	   0.877451576504108	   0.072188360395045	   0.054697173035477	
   0.058669946512092	   1.194767666307745	   0.013828183045701	   4.969207616565842	   0.877449034802647	   0.072191306498482	   0.054696779118944	
   0.058670437667697	   1.194764884783768	   0.013828191878176	   4.969161259741668	   0.877446523598260	   0.072194201568944	   0.054696406919493	
   0.058670882555720	   1.194762365300405	   0.013828200499358	   4.969118109875888	   0.877444044050202	   0.072197045037174	   0.054696055929644	
   0.058671282916868	   1.194760097994322	   0.013828208910468	   4.969078058373063	   0.877441597116087	   0.072199836587144	   0.054695725683982	
   0.058671640947771	   1.194758070421297	   0.013828217109191	   4.969040966053770	   0.877439183616400	   0.072202575764378	   0.054695415490052	
   0.058671957941220	   1.194756275256696	   0.013828225092428	   4.969006750867291	   0.877436804013871	   0.072205262250131	   0.054695124961102	
   0.058672235061215	   1.194754705905666	   0.013828232877693	   4.968975341885772	   0.877434459245681	   0.072207895697751	   0.054694853654491	
   0.058672474258193	   1.194753351320341	   0.013828240474428	   4.968946611835863	   0.877432149382546	   0.072210476541409	   0.054694600966155	
   0.058672676855676	   1.194752204003532	   0.013828247849716	   4.968920482692013	   0.877429875947212	   0.072213003906629	   0.054694366182514	
   0.058672843962179	   1.194751257676084	   0.013828255007584	   4.968896884268806	   0.877427639361250	   0.072215477783326	   0.054694148738580	
   0.058672977002723	   1.194750504266417	   0.013828261970359	   4.968875727366916	   0.877425440343201	   0.072217898113080	   0.054693948218218	
   0.058673077646556	   1.194749934320458	   0.013828268731540	   4.968856904502427	   0.877423279206414	   0.072220264866734	   0.054693764018283	
   0.058673146400383	   1.194749544967290	   0.013828275295394	   4.968840384161390	   0.877421156246992	   0.072222578262936	   0.054693595715496	
   0.058673185261913	   1.194749324895570	   0.013828281649609	   4.968826041309269	   0.877419072461228	   0.072224838120843	   0.054693442531886	
   0.058673195273265	   1.194749268203472	   0.013828287814341	   4.968813808039146	   0.877417027900700	   0.072227044410308	   0.054693304131053	
   0.058673178075386	   1.194749365597250	   0.013828293782868	   4.968803578038140	   0.877415022754719	   0.072229197879431	   0.054693179863814	
   0.058673134689974	   1.194749611291049	   0.013828299576698	   4.968795283067267	   0.877413056778356	   0.072231298569424	   0.054693069432988	
   0.058673065667305	   1.194750002168865	   0.013828305167932	   4.968788889164703	   0.877411130332661	   0.072233346865196	   0.054692972268972	
   0.058672972899442	   1.194750527516302	   0.013828310582516	   4.968784276614234	   0.877409244135915	   0.072235342657334	   0.054692887948079	
   0.058672857519518	   1.194751180916915	   0.013828315822173	   4.968781371351013	   0.877407398199650	   0.072237286282090	   0.054692815965895	
   0.058672720447168	   1.194751957163451	   0.013828320896864	   4.968780109678238	   0.877405591899217	   0.072239178567379	   0.054692755826525	
   0.058672562635947	   1.194752850856475	   0.013828325787467	   4.968780433231578	   0.877403825943523	   0.072241019661890	   0.054692707053575	
   0.058672385134325	   1.194753856059106	   0.013828330506049	   4.968782271157377	   0.877402099932201	   0.072242809949678	   0.054692669177529	
   0.058672189185108	   1.194754965734277	   0.013828335062590	   4.968785540250940	   0.877400413527701	   0.072244550209852	   0.054692641841330	
   0.058671975571672	   1.194756175446369	   0.013828339445163	   4.968790187165318	   0.877398766358243	   0.072246241299941	   0.054692624622553	
   0.058671744943094	   1.194757481520395	   0.013828343657813	   4.968796171817732	   0.877397158842402	   0.072247883213089	   0.054692617127193	
   0.058671498788159	   1.194758875526070	   0.013828347719007	   4.968803395244853	   0.877395590701797	   0.072249476495592	   0.054692618916261	
   0.058671238030142	   1.194760352235623	   0.013828351615750	   4.968811798826536	   0.877394062248883	   0.072251021487462	   0.054692629510116	
   0.058670963393497	   1.194761907547179	   0.013828355353315	   4.968821333996260	   0.877392573274647	   0.072252518774038	   0.054692648473468	
   0.058670675900525	   1.194763535672126	   0.013828358956082	   4.968831930366498	   0.877391123157562	   0.072253969234957	   0.054692675463603	
   0.058670376282322	   1.194765232470931	   0.013828362413220	   4.968843536890743	   0.877389711327337	   0.072255373705043	   0.054692710076853	
   0.058670065063576	   1.194766994972861	   0.013828365718944	   4.968856120386548	   0.877388337983943	   0.072256732231782	   0.054692751958974	
   0.058669743464992	   1.194768816265821	   0.013828368886949	   4.968869597712493	   0.877387002545226	   0.072258045950589	   0.054692800841551	
   0.058669412101118	   1.194770692870095	   0.013828371912374	   4.968883926151243	   0.877385704565714	   0.072259315602650	   0.054692856219457	
   0.058669071934012	   1.194772619337890	   0.013828374803459	   4.968899041972318	   0.877384443904124	   0.072260541822334	   0.054692917696218	
   0.058668723220654	   1.194774594214552	   0.013828377569800	   4.968914926079293	   0.877383220154819	   0.072261725035935	   0.054692985146798	
   0.058668366977269	   1.194776611745537	   0.013828380201905	   4.968931511058098	   0.877382033151709	   0.072262865798880	   0.054693058198002	
   0.058668003944766	   1.194778667735337	   0.013828382711732	   4.968948744514586	   0.877380882200713	   0.072263965050743	   0.054693136518012	
   0.058667634466615	   1.194780760239329	   0.013828385111089	   4.968966601238233	   0.877379766816130	   0.072265023414836	   0.054693219930004	
   0.058667261013573	   1.194782875264035	   0.013828387383936	   4.968984918341233	   0.877378686781162	   0.072266043457051	   0.054693306074177	
   0.058666882910571	   1.194785016634682	   0.013828389525053	   4.969003745421352	   0.877377643048073	   0.072267023460036	   0.054693395899450	
   0.058666499806875	   1.194787186337768	   0.013828391551712	   4.969023099284231	   0.877376634531344	   0.072267963279356	   0.054693490611906	
   0.058666112955966	   1.194789377274292	   0.013828393490124	   4.969042890658709	   0.877375659948809	   0.072268864629896	   0.054693589742872	
   0.058665722501271	   1.194791588632172	   0.013828395325165	   4.969063105671853	   0.877374718506772	   0.072269728834593	   0.054693692867156	
   0.058665328943142	   1.194793817577725	   0.013828397051302	   4.969083712823108	   0.877373810422859	   0.072270556036071	   0.054693799569786	
   0.058664932785893	   1.194796061255402	   0.013828398669720	   4.969104676621543	   0.877372935254134	   0.072271346774360	   0.054693909618580	
   0.058664534985501	   1.194798314250963	   0.013828400190411	   4.969125934676724	   0.877372093028036	   0.072272101554770	   0.054694022725066	
   0.058664136620523	   1.194800570455913	   0.013828401618993	   4.969147413305909	   0.877371283194307	   0.072272821162527	   0.054694138515097	
   0.058663737877642	   1.194802828812936	   0.013828402969099	   4.969169100813480	   0.877370505844130	   0.072273505941436	   0.054694256706377	
   0.058663338964756	   1.194805088144633	   0.013828404224927	   4.969190982972182	   0.877369760866536	   0.072274156251991	   0.054694377108088	
   0.058662940598254	   1.194807344393610	   0.013828405411116	   4.969213009098214	   0.877369047588325	   0.072274772919227	   0.054694499590554	
   0.058662543129052	   1.194809595572236	   0.013828406504025	   4.969235159350487	   0.877368366560279	   0.072275355829160	   0.054694623935189	
   0.058662146980243	   1.194811839284111	   0.013828407537493	   4.969257404596447	   0.877367717526441	   0.072275905152246	   0.054694750060745	
   0.058661752408003	   1.194814074078242	   0.013828408522565	   4.969279727955509	   0.877367100465611	   0.072276421452942	   0.054694877583980	
   0.058661366403248	   1.194816260359202	   0.013828409385523	   4.969301676650955	   0.877366516200805	   0.072276919299793	   0.054694990881482	
   0.058660982789956	   1.194818433105268	   0.013828410119866	   4.969323680726705	   0.877365969314005	   0.072277379014801	   0.054695099556014	
   0.058660597949892	   1.194820612810981	   0.013828410834523	   4.969345975449488	   0.877365459537446	   0.072277791599823	   0.054695217159214	
   0.058660216664479	   1.194822772394344	   0.013828411613446	   4.969368226007596	   0.877364982998381	   0.072278168447331	   0.054695341181728	
   0.058659840379059	   1.194824903667668	   0.013828412414848	   4.969390337772990	   0.877364539686555	   0.072278510878550	   0.054695469588001	
   0.058659469819185	   1.194827002522483	   0.013828413215850	   4.969412272974059	   0.877364131318893	   0.072278817396623	   0.054695600994101	
   0.058659106334302	   1.194829061314535	   0.013828414008475	   4.969433956351415	   0.877363760199677	   0.072279086225063	   0.054695734463433	
   0.058658751277839	   1.194831072377148	   0.013828414827484	   4.969455308694493	   0.877363427981911	   0.072279315466831	   0.054695869378957	
   0.058658406002250	   1.194833028049110	   0.013828415714571	   4.969476254448708	   0.877363136953188	   0.072279502667642	   0.054696005424758	
   0.058658071739959	   1.194834921348975	   0.013828416707696	   4.969496725844739	   0.877362889389225	   0.072279645036826	   0.054696142339683	
   0.058657749865355	   1.194836744491237	   0.013828417851485	   4.969516649633352	   0.877362688238345	   0.072279738281705	   0.054696280112463	
   0.058657442863835	   1.194838483396901	   0.013828419248387	   4.969535882014468	   0.877362536830698	   0.072279777545464	   0.054696418653788	
   0.058657154050657	   1.194840119285351	   0.013828420984364	   4.969554223977442	   0.877362438340150	   0.072279757999787	   0.054696557403603	
   0.058656887719485	   1.194841627838606	   0.013828423093302	   4.969571419170717	   0.877362397107106	   0.072279673939104	   0.054696695394368	
   0.058656649649477	   1.194842976319131	   0.013828425586001	   4.969587112730146	   0.877362417259424	   0.072279523582394	   0.054696830206346	
   0.058656447438270	   1.194844121691993	   0.013828428298012	   4.969600833107351	   0.877362503325283	   0.072279307741180	   0.054696956609400	
   0.058656296146529	   1.194844978643909	   0.013828430717532	   4.969611624677919	   0.877362660612726	   0.072279035120049	   0.054697063110861	
   0.058656226250086	   1.194845374551235	   0.013828430108745	   4.969617518439049	   0.877362893603197	   0.072278734511730	   0.054697121699197	
   0.058656314387242	   1.194844875313085	   0.013828415861142	   4.969613374229310	   0.877363180260279	   0.072278507896900	   0.054697064034052	
   0.058646812876920	   1.194898697133556	   0.013829000505719	   4.970246215459379	   0.877365121270160	   0.072272941200313	   0.054700934356242	
