                   R	                   W	                   T	                   K	                   L	                   E	                   U
   0.062596094282829	   1.173091866791511	   0.011306767524860	   4.535904370356310	   0.842732180951385	   0.108965440248076	   0.053159327880998	
   0.062597679903978	   1.173083332392316	   0.011306767508591	   4.535799487457644	   0.842722737233493	   0.109006731336625	   0.053133593940476	
   0.062598189585314	   1.173080589135616	   0.011306767508591	   4.535746229109627	   0.842718316320006	   0.109019720076365	   0.053126800368333	
   0.062598296001397	   1.173080016374828	   0.011306767508591	   4.535721207041886	   0.842714810288777	   0.109026450100165	   0.053125147415658	
   0.062598275834849	   1.173080124916710	   0.011306767508591	   4.535706791290832	   0.842711915319243	   0.109031068651328	   0.053124559464892	
   0.062598218001486	   1.173080436191852	   0.011306767508591	   4.535698105569923	   0.842709680411629	   0.109034501863212	   0.053124245058953	
   0.062598133954704	   1.173080888555271	   0.011306767508591	   4.535693735290585	   0.842707965755174	   0.109037190511830	   0.053124063823178	
   0.062598032438801	   1.173081434943050	   0.011306767508591	   4.535692506176423	   0.842706647090031	   0.109039385636525	   0.053123955600211	
   0.062597917979984	   1.173082050994166	   0.011306767508590	   4.535693708146288	   0.842705641097783	   0.109041221488444	   0.053123887880126	
   0.062597794503611	   1.173082715581437	   0.011306767508590	   4.535696804856226	   0.842704890286301	   0.109042781684999	   0.053123846708176	
   0.062597662486151	   1.173083426140582	   0.011306767508590	   4.535701493976295	   0.842704343600304	   0.109044127481725	   0.053123825253174	
   0.062597523325342	   1.173084175148758	   0.011306767508590	   4.535707459962775	   0.842703957424286	   0.109045305215045	   0.053123818218019	
   0.062597379191059	   1.173084950927166	   0.011306767508590	   4.535714396037248	   0.842703698064543	   0.109046349596066	   0.053123821986511	
   0.062597230384863	   1.173085751852858	   0.011306767508590	   4.535722128693866	   0.842703536522662	   0.109047289443230	   0.053123833884453	
   0.062597077633027	   1.173086574016907	   0.011306767508590	   4.535730519254110	   0.842703454832634	   0.109048143235399	   0.053123851991154	
   0.062596922859264	   1.173087407065312	   0.011306767508590	   4.535739374250815	   0.842703437710159	   0.109048926774797	   0.053123875049038	
   0.062596765490856	   1.173088254080724	   0.011306767508590	   4.535748666824744	   0.842703474013276	   0.109049651393456	   0.053123902143553	
   0.062596607024945	   1.173089107005021	   0.011306767508590	   4.535758265163154	   0.842703555331507	   0.109050325825638	   0.053123932913853	
   0.062596447463223	   1.173089965829135	   0.011306767508590	   4.535768127673481	   0.842703673955116	   0.109050957960368	   0.053123966585455	
   0.062596287898128	   1.173090824673156	   0.011306767508590	   4.535778168679955	   0.842703825699155	   0.109051552869172	   0.053124002858897	
   0.062596129489259	   1.173091677295623	   0.011306767508590	   4.535788307646540	   0.842704008055151	   0.109052113258499	   0.053124041468002	
   0.062595972230199	   1.173092523731049	   0.011306767508589	   4.535798519580918	   0.842704216310792	   0.109052643617122	   0.053124082268756	
   0.062595814753272	   1.173093371340828	   0.011306767508589	   4.535808873485474	   0.842704448596608	   0.109053147052101	   0.053124125025372	
   0.062595659636413	   1.173094206249354	   0.011306767508589	   4.535819210640248	   0.842704703112066	   0.109053625181444	   0.053124169678561	
   0.062595505163897	   1.173095037691381	   0.011306767508589	   4.535829620883655	   0.842704978120650	   0.109054080078904	   0.053124216102542	
   0.062595353784258	   1.173095852487709	   0.011306767508589	   4.535839970018628	   0.842705274988413	   0.109054510967075	   0.053124264118020	
   0.062595203503737	   1.173096661369627	   0.011306767508589	   4.535850364582088	   0.842705592094960	   0.109054919774895	   0.053124313592188	
   0.062595054622509	   1.173097462721407	   0.011306767508589	   4.535860774247759	   0.842705927030081	   0.109055308899403	   0.053124364402087	
   0.062594908190136	   1.173098250893730	   0.011306767508589	   4.535871138205530	   0.842706279768911	   0.109055678260037	   0.053124416453254	
   0.062594764257565	   1.173099025612306	   0.011306767508589	   4.535881441868282	   0.842706648148714	   0.109056029929847	   0.053124469643974	
   0.062594621961463	   1.173099791523972	   0.011306767508589	   4.535891733780633	   0.842707031915965	   0.109056364784215	   0.053124523806902	
   0.062594482726170	   1.173100540962110	   0.011306767508589	   4.535901926803174	   0.842707430179670	   0.109056683343215	   0.053124578914473	
   0.062594346075150	   1.173101276491622	   0.011306767508589	   4.535912048715399	   0.842707842982833	   0.109056986794564	   0.053124634750094	
   0.062594211465590	   1.173102001034148	   0.011306767508588	   4.535922130069939	   0.842708270171782	   0.109057275207360	   0.053124691248908	
   0.062594079405940	   1.173102711852867	   0.011306767508588	   4.535932144541171	   0.842708712316805	   0.109057548043453	   0.053124748416459	
