             distWW0	               SSWW0	                TWW0	             distWW1	               SSWW1	                TWW1	             distUS0	               SSUS0	                TUS0	             distUS1	               SSUS1	                TUS1	             distUL0	               SSUL0	                TUL0	             distUL1	               SSUL1	                TUL1
   0.000000171053737	 796.834990932563869	   0.001649911552844	   0.026346764905808	 798.151155336560350	   0.001649911552844	   0.000000002001461	3971.854492491923793	   0.001552838048848	   0.001369096566323	1272.891856152135006	   0.001460932780841	   0.000000000000000	8562.587207596368899	   0.001137720737287	   0.000039726182404	3540.196603500916353	   0.000850869479762
   0.000000125613758	 784.158702239772083	   0.001635519515119	   0.008076065675263	 785.453954951323567	   0.001635519515119	   0.000000004323515	3737.019257653499608	   0.001490920004822	   0.000347389864568	1196.180214719673359	   0.001383703763451	   0.000000000000000	5339.405090012087385	   0.001336571962996	   0.000327854170730	1764.545936505229065	   0.001068042665086
   0.000000086690062	 772.443355767130697	   0.001603727754683	   0.004005325472319	 773.719282023734650	   0.001603727754683	   0.000000003932234	3524.411043245520887	   0.001406253654540	   0.000194651017798	1143.616037206665396	   0.001346967434130	   0.000000000000000	4530.234588344385884	   0.001216065596003	   0.000073235076110	1510.060504848735718	   0.001143113117082
   0.000000092906856	 761.102292621682864	   0.001588771792121	   0.005300073650610	 762.359509867294378	   0.001588771792121	   0.000000005166879	3353.930053316081285	   0.001369145096594	   0.000260112630515	1096.759399793739249	   0.001327171956345	   0.000000000000000	4096.968093820531067	   0.001287077220975	   0.000092984424067	1332.483161229009738	   0.001084503379976
   0.000000058494121	 750.512575092784573	   0.001558907380214	   0.003264025473210	 751.741546051469072	   0.001558285375951	   0.000000003542465	3210.569416723154063	   0.001328183417641	   0.000149340529418	1057.034590660688309	   0.001291661970475	   0.000000000000000	3828.435691014658914	   0.001246763798026	   0.000134811992642	1225.482200155064902	   0.001134328254279
   0.000000068424444	 740.164653323924540	   0.001539189610695	   0.004188738351282	 741.369392535719385	   0.001538957020888	   0.000000004836858	3086.172915926343649	   0.001302690350099	   0.000201519372628	1019.881196681078109	   0.001271024582461	   0.000000000000000	3590.420955378930103	   0.001163560940867	   0.000112822859222	1159.179173859598905	   0.001167012903033
   0.000000069856093	 730.019764070333053	   0.001522628253273	   0.004493405107611	 731.202623204790029	   0.001522581566686	   0.000000005300034	2979.242072624213051	   0.001260455955713	   0.000221528314221	 989.250524230715200	   0.001254200510810	   0.000000000000000	3395.743595929194726	   0.001155228802358	   0.000089856650347	1107.311020068065773	   0.001150619563800
   0.000000076385786	 720.374206409028943	   0.001494784161278	   0.002979359765030	 721.537173024104959	   0.001494650282821	   0.000000006215701	2879.500685044085458	   0.001225572201460	   0.000146359166504	 960.750983912789252	   0.001247332503281	   0.000000000000000	3227.172626992406549	   0.001174180777699	   0.000067083594019	1062.510889660997464	   0.001145437082274
   0.000000069961493	 710.899129230571020	   0.001475112784878	   0.003388999762773	 712.043398556593047	   0.001474940391592	   0.000000006113416	2782.985288008643238	   0.001189353874304	   0.000157885628459	 937.135311832801449	   0.001237319172521	   0.000000000000000	3091.361833271990236	   0.001152630940227	   0.000105606794904	1021.350749851711498	   0.001140708999469
   0.000000103475489	 701.600975471555444	   0.001458369102111	   0.004345597498059	 702.727145951888588	   0.001458286202506	   0.000000009572095	2693.117710209593042	   0.001165055307478	   0.000200345404911	 914.681750824131200	   0.001231977146390	   0.000000000000000	2974.392407284424280	   0.001113902493293	   0.000083139730164	 987.850307795810750	   0.001128601377896
   0.000000104450241	 692.479064883780893	   0.001442347636364	   0.004257465468041	 693.588420402813085	   0.001442341720158	   0.000000010332443	2610.840911304383553	   0.001131389133422	   0.000203055022969	 894.404146638086900	   0.001210637798916	   0.000000000000000	2866.400275445236730	   0.001085910663053	   0.000119497373171	 957.427665828245154	   0.001148391488873
   0.000000101020325	 683.666553448376703	   0.001416998573331	   0.003039117074299	 684.760145227209705	   0.001416999849144	   0.000000010467468	2531.825016955269803	   0.001119851421622	   0.000143710360926	 875.491946758112249	   0.001196916482006	   0.000000000000000	2761.996423125410274	   0.001048676133614	   0.000089496230770	 932.037534308806471	   0.001139566830859
   0.000000110327963	 675.065888996137346	   0.001399808036337	   0.003101468839271	 676.144878513616732	   0.001399624948311	   0.000000012075604	2461.222016187812187	   0.001089248703795	   0.000147389742936	 857.211970940827086	   0.001180106992007	   0.000000000000000	2668.574091849217439	   0.001039042358531	   0.000086961764215	 908.670526277929071	   0.001149797587582
   0.000000142152191	 666.576747989687874	   0.001382498698824	   0.003559315842715	 667.641769575651779	   0.001382413163027	   0.000000016296620	2394.442284829417986	   0.001080348878476	   0.000170915125231	 839.609746175541204	   0.001172140333052	   0.000000000000000	2581.172417918526207	   0.001018303905515	   0.000083330671113	 887.028552466583278	   0.001137251653844
   0.000000147080976	 658.209709727006157	   0.001366575313024	   0.003873333847661	 659.261183919317432	   0.001366596423464	   0.000000017626169	2330.945508050328044	   0.001060919759444	   0.000175612669504	 823.411674535396060	   0.001152767974964	   0.000000000000000	2499.983830723642313	   0.001016987872729	   0.000091162547673	 866.969659693150334	   0.001117969868059
   0.000000283876541	 649.977328518526974	   0.001352645537302	   0.003807560792889	 651.015498859527042	   0.001352674894288	   0.000000033332113	2270.414338557830433	   0.001035556510626	   0.000177882855823	 807.830441495592254	   0.001143587714088	   0.000000000000000	2425.651397355037261	   0.000998785745609	   0.000098810003946	 847.640714330122705	   0.001102217197997
