                   R	                   W	                   T	                   K	                   L	                   E	                   U
   0.062596094282829	   1.173091866791511	   0.011306767524860	   4.535904370356310	   0.842732180951385	   0.108965440248076	   0.053159327880998	
   0.062600328687583	   1.173069077669675	   0.011306767524860	   4.534391865237515	   0.842490577124442	   0.109178199144617	   0.053166136913582	
   0.062591914371123	   1.173114368389012	   0.011306767524860	   4.534270865424094	   0.842377754786485	   0.109276719965304	   0.053170351723703	
   0.062582884060868	   1.173162980659795	   0.011306767524860	   4.534361258280095	   0.842297596482871	   0.109345541988170	   0.053173121232614	
   0.062575152707105	   1.173204605490229	   0.011306767524860	   4.534451812818042	   0.842231413295796	   0.109403075982777	   0.053174873557910	
   0.062568717758954	   1.173239254280657	   0.011306767524860	   4.534516482703696	   0.842174339812281	   0.109453878640830	   0.053175758943371	
   0.062563261489552	   1.173268636036461	   0.011306767524860	   4.534562612438542	   0.842124329697900	   0.109499627356858	   0.053175973714959	
   0.062558477169036	   1.173294401357777	   0.011306767524860	   4.534600574721600	   0.842080016613943	   0.109541243025964	   0.053175731942625	
   0.062554130973172	   1.173317808797966	   0.011306767524860	   4.534637866275611	   0.842040282468821	   0.109579419279165	   0.053175203005283	
   0.062550063020112	   1.173339719036368	   0.011306767524860	   4.534679327381547	   0.842004309507732	   0.109614617594544	   0.053174506684333	
   0.062546169004968	   1.173360693627091	   0.011306767524860	   4.534727531511524	   0.841971455616786	   0.109647232816532	   0.053173725208464	
   0.062542381306071	   1.173381096663412	   0.011306767524860	   4.534783595004598	   0.841941201902637	   0.109677611047684	   0.053172913027458	
   0.062538656799002	   1.173401160358823	   0.011306767524860	   4.534847922208700	   0.841913160253493	   0.109706007923749	   0.053172101478934	
   0.062534971486415	   1.173421013937384	   0.011306767524860	   4.534920285763133	   0.841887030615009	   0.109732639912739	   0.053171308482823	
   0.062531309255293	   1.173440744174977	   0.011306767524860	   4.535000329535964	   0.841862573680372	   0.109757692577128	   0.053170546746899	
   0.062527660161747	   1.173460404628256	   0.011306767524860	   4.535087600156376	   0.841839598333760	   0.109781316920199	   0.053169825684693	
   0.062524019007149	   1.173480023298178	   0.011306767524860	   4.535181572529301	   0.841817951102577	   0.109803632640459	   0.053169152067638	
   0.062520383208747	   1.173499614096584	   0.011306767524860	   4.535281719227702	   0.841797506181916	   0.109824742157354	   0.053168531292315	
   0.062516751427149	   1.173519184238206	   0.011306767524860	   4.535387548194421	   0.841778157698121	   0.109844736582516	   0.053167966947696	
   0.062513123835679	   1.173538732787601	   0.011306767524860	   4.535498569244574	   0.841759816382141	   0.109863695509433	   0.053167460751764	
   0.062509501466329	   1.173558254181682	   0.011306767524860	   4.535614314922258	   0.841742406419473	   0.109881687442243	   0.053167013616902	
   0.062505892186892	   1.173577706018648	   0.011306767524860	   4.535734381856731	   0.841725937285193	   0.109898772734616	   0.053166446348007	
   0.062502277718678	   1.173597186796201	   0.011306767524860	   4.535858383463943	   0.841710140912731	   0.109915006545384	   0.053166271635486	
   0.062498678822916	   1.173616584627236	   0.011306767524860	   4.535985858736661	   0.841695154522316	   0.109930435451115	   0.053166020045207	
   0.062495092604864	   1.173635915102254	   0.011306767524860	   4.536116526592590	   0.841680894796075	   0.109945104139524	   0.053165800900723	
   0.062491520497762	   1.173655170486861	   0.011306767524860	   4.536250031640669	   0.841667311101475	   0.109959052946133	   0.053165633436832	
   0.062487964261858	   1.173674341281240	   0.011306767524860	   4.536386082321846	   0.841654368175918	   0.109972317738639	   0.053165515491892	
   0.062484426328628	   1.173693414366507	   0.011306767524860	   4.536524368032494	   0.841642034439922	   0.109984931656666	   0.053165444381270	
   0.062480908564573	   1.173712379666038	   0.011306767524860	   4.536664616669274	   0.841630279406104	   0.109996926133221	   0.053165417599326	
   0.062477413038724	   1.173731226010260	   0.011306767524860	   4.536806560041263	   0.841619075496959	   0.110008330360580	   0.053165432764198	
   0.062473941965499	   1.173749941443211	   0.011306767524860	   4.536949932533007	   0.841608397186724	   0.110019171625801	   0.053165487098059	
   0.062470497275915	   1.173768515534450	   0.011306767524860	   4.537094497587577	   0.841598221309067	   0.110029474680944	   0.053165578302241	
   0.062467081459205	   1.173786934841401	   0.011306767524860	   4.537239993886439	   0.841588526110298	   0.110039263364668	   0.053165703909159	
   0.062463696211004	   1.173805190199521	   0.011306767524860	   4.537386212599461	   0.841579291058579	   0.110048560319556	   0.053165861426239	
   0.062460343436761	   1.173823271309765	   0.011306767524860	   4.537532935387414	   0.841570496125050	   0.110057386828676	   0.053166048622968	
   0.062457025091109	   1.173841167607506	   0.011306767524860	   4.537679951070739	   0.841562123142300	   0.110065762816598	   0.053166263337829	
   0.062453745179519	   1.173858857456394	   0.011306767524860	   4.537827065449306	   0.841554179132910	   0.110073707119695	   0.053166444935918	
   0.062450498806289	   1.173876367256395	   0.011306767524860	   4.537974098876311	   0.841546578217816	   0.110081238698392	   0.053166759396823	
   0.062447293598569	   1.173893655823242	   0.011306767524860	   4.538120850600801	   0.841539365122614	   0.110088374929862	   0.053167051863204	
   0.062444130145598	   1.173910719953698	   0.011306767524860	   4.538267138082401	   0.841532512360123	   0.110095132321928	   0.053167356756961	
   0.062441008989639	   1.173927556693790	   0.011306767524860	   4.538412829366107	   0.841526001329031	   0.110101527417540	   0.053167679225415	
   0.062437931734952	   1.173944157359960	   0.011306767524860	   4.538557756295711	   0.841519818125527	   0.110107575432854	   0.053168018075832	
   0.062434899731509	   1.173960514638659	   0.011306767524860	   4.538701767895418	   0.841513949308365	   0.110113291147746	   0.053168371556814	
