 TYPE	 PROD	               ASSET	             ValueVE	            ValueVEc	              SaveVE	             endoKVE	          SearchWWVE	          ValueVEwUI	         ValueVEwUIc	           SaveVEwUI	       SearchWWVEwUI
    0	    0	   0.000000000000000	-1000.000000000000000	-1000.000000000000000	   0.000000000000000	   0.000000000000000	   0.000000000000000	-1000.000000000000000	-1000.000000000000000	   0.000000000000000	   0.000000000000000
    0	    0	   0.028895878633786	 -31.252443002856690	 -31.252443002856694	   0.000000000000000	   0.035218213436237	   0.689917312473369	 -27.453124925831162	 -27.453124925831162	   0.000000000000000	   0.687161393770827
    0	    0	   0.058626729069591	 -29.110196079503044	 -29.110196079503044	   0.000000000000000	   0.071086071110788	   0.689917312473369	 -27.056088199252756	 -27.056088199252756	   0.000000000000000	   0.687161393770827
    0	    0	   0.089216678551268	 -28.079914258339862	 -28.079914258339862	   0.000000000000000	   0.107871950209688	   0.689917312473369	 -26.738450756167303	 -26.738450756167303	   0.000000000000000	   0.687161393770827
    0	    0	   0.120690551500581	 -27.431682663339529	 -27.431682663339529	   0.000000000000000	   0.145645831908116	   0.689917312473369	 -26.365940177397846	 -26.365940177397846	   0.028895885881398	   0.540122197719176
    0	    0	   0.153073889662773	 -26.970498200508757	 -26.970498200508757	   0.000000000000000	   0.184455709934011	   0.689917312473369	 -26.103770453406430	 -26.103770453406430	   0.028895883997544	   0.540122200124637
    0	    0	   0.186392972834257	 -26.618092922147920	 -26.618092922147920	   0.000000000000000	   0.224342506001511	   0.689917312473369	 -25.881818319678825	 -25.881818319678825	   0.028895880847074	   0.540122204147417
    0	    0	   0.220674840189252	 -26.200307770558830	 -26.200307770558830	   0.028895895397341	   0.265344357147164	   0.543788073537125	 -25.676378345021455	 -25.676378345021455	   0.058626728787388	   0.495183129177027
    0	    0	   0.255947312222677	 -25.929257127665082	 -25.929257127665082	   0.028895880285554	   0.307498326762724	   0.543788092833759	 -25.485590880004757	 -25.485590880004757	   0.058626752628234	   0.495183109897558
    0	    0	   0.292239013327094	 -25.690875177923768	 -25.690875177923768	   0.058626721918770	   0.350841229065704	   0.498854619963261	 -25.308015849216194	 -25.308015849216194	   0.089216686708241	   0.468150657224702
    0	    0	   0.329579395022038	 -25.472773630518240	 -25.472773630518240	   0.058626738121115	   0.395410081640149	   0.498854599790305	 -25.141729957731080	 -25.141729957731080	   0.089886724205549	   0.467770831676103
    0	    0	   0.367998759854577	 -25.270967136396635	 -25.270967136396635	   0.089216690037361	   0.441242380121858	   0.471687077854423	 -24.982266692416751	 -24.982266692416751	   0.120690562319293	   0.448958724104852
    0	    0	   0.407528285990505	 -25.087746377576416	 -25.087746377576416	   0.108569526425240	   0.488376279502512	   0.460249620770344	 -24.830318680650699	 -24.830318680650699	   0.152863664662030	   0.434663985183839
    0	    0	   0.448200052516108	 -24.912028562388230	 -24.912028562388230	   0.128957837933202	   0.536850722870187	   0.448971427391590	 -24.682718773576145	 -24.682718773576145	   0.172620524433053	   0.428191075187825
    0	    0	   0.490047065471057	 -24.743717282064392	 -24.743717282064392	   0.154919234481225	   0.586705538954316	   0.437401483158347	 -24.537004107025439	 -24.537004107025439	   0.207028657270344	   0.415149085085260
    0	    0	   0.533103284633538	 -24.581506131347577	 -24.581506131347577	   0.193150090132333	   0.637981520398299	   0.424077676761938	 -24.393853156089673	 -24.393853156089673	   0.225357042485831	   0.408033406371319
    0	    0	   0.577403651079368	 -24.421778446768407	 -24.421778446768407	   0.220674906204602	   0.690720489769931	   0.412505821142706	 -24.255023179914748	 -24.255023179914748	   0.255947314663495	   0.399382258362692
    0	    0	   0.622984115537448	 -24.269004105299228	 -24.269004105299228	   0.255947355403519	   0.744965357616234	   0.402529374231320	 -24.119444870802244	 -24.119444870802244	   0.292239005722649	   0.391407781339854
    0	    0	   0.669881667564581	 -24.120630869615667	 -24.120630869615667	   0.292238999045353	   0.800760175310032	   0.394524812029754	 -23.986043774102974	 -23.986043774102974	   0.329579321066889	   0.384345531958203
    0	    0	   0.718134365563312	 -23.975367620730669	 -23.975367620730669	   0.329579446180297	   0.858150184499717	   0.387416315060027	 -23.855899600169757	 -23.855899600169757	   0.365426616668145	   0.378359350034661
    0	    0	   0.767781367667167	 -23.834234390157178	 -23.834234390157178	   0.367998657210805	   0.917181864392472	   0.380915528900290	 -23.727951629872528	 -23.727951629872528	   0.398690241375393	   0.373653355243321
    0	    0	   0.818862963518346	 -23.696298168025944	 -23.696298168025944	   0.407528283918117	   0.977902977729354	   0.375303736486951	 -23.601125344916674	 -23.601125344916674	   0.439133032882479	   0.368337122200442
