 PROD	               ASSET	             saveWW0	             saveUS0	             saveUL0	             saveWW1	             saveUS1	             saveUL1
    0	   0.000000000000000	   0.000000000000000	   0.042038027545190	   0.000000000000000	   0.000000000000000	   0.028895876426321	   0.000000000000000
    0	   0.028895878633786	   0.000000000000000	   0.063778551212865	   0.000000000000000	   0.000000000000000	   0.028895887889271	   0.000000000000000
    0	   0.058626729069591	   0.024103972377314	   0.089216718799608	   0.028895881131705	   0.024103972377314	   0.028895880671628	   0.000000000000000
    0	   0.089216678551268	   0.028895892164766	   0.120690527394990	   0.028895882589654	   0.028895892164808	   0.058626709426655	   0.028895882549778
    0	   0.120690551500581	   0.055537989898409	   0.125065863136540	   0.058626732726799	   0.055351218159731	   0.082415198049331	   0.028895883501922
    0	   0.153073889662773	   0.075652300175243	   0.153073885070991	   0.089216673881135	   0.075411150754075	   0.089216687301453	   0.028895891939850
    0	   0.186392972834257	   0.089216693022682	   0.185341695823778	   0.111418166428605	   0.089216693022682	   0.117397199528306	   0.058626715810373
    0	   0.220674840189252	   0.119333999730763	   0.211255471962625	   0.120690615740065	   0.119284437460794	   0.120690599543606	   0.075071606921908
    0	   0.255947312222677	   0.143828253237167	   0.245170217716603	   0.153073899122890	   0.143595853953177	   0.141427010333814	   0.089216676336634
    0	   0.292239013327094	   0.165024321046858	   0.264353326821667	   0.186392963802889	   0.164821290663388	   0.153073920521282	   0.119415587953488
    0	   0.329579395022038	   0.186392992866114	   0.297158543075148	   0.216924570915469	   0.186392992866114	   0.186392968799093	   0.120690555801184
    0	   0.367998759854577	   0.220674851223744	   0.329579446479424	   0.254850185939359	   0.220674764816638	   0.208326783719462	   0.151397485566697
    0	   0.407528285990505	   0.247501994262499	   0.367026215479509	   0.277672131896984	   0.247440938317479	   0.238096574905733	   0.158826941366773
    0	   0.448200052516108	   0.276864734054623	   0.398729224788695	   0.314460709756793	   0.276783698278093	   0.255947369196243	   0.186392971690354
    0	   0.490047065471057	   0.305524250883145	   0.431719511906800	   0.340608166874169	   0.305448010534777	   0.292239044966136	   0.220674815245391
    0	   0.533103284633538	   0.330560772439374	   0.466559061803839	   0.375431527431439	   0.330487920581909	   0.327465615616542	   0.255947179377193
    0	   0.577403651079368	   0.367998772915257	   0.506225080742104	   0.411557261064119	   0.367998772915257	   0.342263267970132	   0.277451479655473
    0	   0.622984115537448	   0.407528239960394	   0.540471807031267	   0.449511660621189	   0.407528239960394	   0.369775093249472	   0.310252811505387
    0	   0.669881667564581	   0.446466986332329	   0.581823820659349	   0.492253780505367	   0.446371776470042	   0.407528355163554	   0.329579443240545
    0	   0.718134365563312	   0.481945756969630	   0.624247131266565	   0.533103273318633	   0.481868734409388	   0.448199980483231	   0.367998839932547
    0	   0.767781367667167	   0.519532090755623	   0.669881587068278	   0.577403745152953	   0.519455510375048	   0.488768867164320	   0.407528292307130
    0	   0.818862963518346	   0.555033843357967	   0.718134003638128	   0.622984097318441	   0.554959557325976	   0.527873048025862	   0.448200077028938
    0	   0.871420606963662	   0.594041812995375	   0.764187304619787	   0.669881698612759	   0.593970545156434	   0.560335365682378	   0.487799984886158
    0	   0.925496949695250	   0.636821840025781	   0.811490697295753	   0.718134167543743	   0.636756425039151	   0.601263513350304	   0.530271585727002
    0	   0.981135875863370	   0.680130766182910	   0.860324898318968	   0.767781393725214	   0.680068824537842	   0.644538634697424	   0.566152869070801
    0	   1.038382537689358	   0.725534080296583	   0.911650732345892	   0.818862736173304	   0.725473981192434	   0.682848464429651	   0.610590807366746
    0	   1.097283392107659	   0.771312855173169	   0.960613336956784	   0.871420454614247	   0.771251322648708	   0.727802268806890	   0.657453424874523
    0	   1.157886238466658	   0.818863261389199	   1.014412422050246	   0.925496770685679	   0.818863261389199	   0.774660309808315	   0.699381239646755
    0	   1.220240257318908	   0.871420529131550	   1.070485007525180	   0.981135345232319	   0.871420529131550	   0.823236144211733	   0.748076971047731
    0	   1.284396050332241	   0.925497069546418	   1.125857858055722	   1.038382463921631	   0.925497069546418	   0.874935394730339	   0.798788906072668
    0	   1.350405681354142	   0.981136041813555	   1.183870314076605	   1.097283041956977	   0.981136041817097	   0.925971652962812	   0.851320630457703
    0	   1.418322718662713	   1.038382560270263	   1.244633707424037	   1.157885872161323	   1.038382560276074	   0.997330774184216	   0.907085905452596
    0	   1.488202278438519	   1.097283271559818	   1.307069106076495	   1.220239606418988	   1.097283271586111	   1.056836401733831	   0.962267575172405
    0	   1.560101069492589	   1.157886186183365	   1.370812949553512	   1.284396043158695	   1.157886186211653	   1.115382804683043	   1.037473457030631
    0	   1.634077439286873	   1.220239966798543	   1.436961323953567	   1.350405274408210	   1.220240640111988	   1.176232300385188	   1.097283069636669
    0	   1.710191421284502	   1.284396078564735	   1.516518129369847	   1.418322204722450	   1.284396078570156	   1.239687525167054	   1.157886422929071
    0	   1.788504783668267	   1.350405619391561	   1.590195462904611	   1.488202633569715	   1.350405619397182	   1.305236640815598	   1.220240400549667
    0	   1.869081079466878	   1.418322883892559	   1.662991269293986	   1.563924872991324	   1.418323172688257	   1.373001364804443	   1.284396517335473
    0	   1.951985698129646	   1.488202057079187	   1.738431391053057	   1.639319157484911	   1.488849214605746	   1.442669390281218	   1.350405838584850
    0	   2.037285918591472	   1.560101212857542	   1.816230730588081	   1.717421436625341	   1.561944288066686	   1.521020890038606	   1.421980443070060
    0	   2.125050963871200	   1.634077424758681	   1.896110230192467	   1.797947794465952	   1.637852771569903	   1.596849367872652	   1.502979607269745
