              distVE	                SSVE	                 TVE
   0.000000000000000	   0.000000000000000	   0.000000000000000
   0.000000000000000	   0.000000000000000	   0.000000000000000
   0.000000000000000	   0.000000000000000	   0.000000000000000
   0.000000000000000	   0.000000000000000	   0.000000000000000
   0.000000079487581	   0.000781041608913	   0.000695958620753
   0.000000079487581	   0.000781041608913	   0.000695958620753
   0.000000215396513	   0.000812204450290	   0.000723490666051
   0.000000215396513	   0.000812204450290	   0.000723490666051
   0.000000386711806	   0.000835254950142	   0.000743855022150
   0.000000386711806	   0.000835254950142	   0.000743855022150
   0.000001440429579	   0.000860805897666	   0.000766427924474
   0.000001440429579	   0.000860805897666	   0.000766427924474
   0.000000596330987	   0.000864275481769	   0.000769493075476
   0.000000596330987	   0.000864275481769	   0.000769493075476
   0.000002401252252	   0.000886704021862	   0.000789306984427
   0.000002401252252	   0.000886704021862	   0.000789306984427
   0.000000439413165	   0.000883652477424	   0.000786611201663
   0.000000439413165	   0.000883652477424	   0.000786611201663
   0.000001661094061	   0.000903964737328	   0.000804555228385
   0.000001661094061	   0.000903964737328	   0.000804555228385
   0.000000595615045	   0.000898005641369	   0.000799290946878
   0.000000595615045	   0.000898005641369	   0.000799290946878
   0.000002346736746	   0.001054064114867	   0.000798608890714
   0.000002346736746	   0.001054064114867	   0.000798608890714
   0.000000677602935	   0.000909308764043	   0.000809276130921
   0.000000677602935	   0.000909308764043	   0.000809276130921
   0.000002638681171	   0.001067458303680	   0.000808537697860
   0.000002638681171	   0.001067458303680	   0.000808537697860
   0.000000540021209	   0.000983247797039	   0.000800091882646
   0.000000540021209	   0.000983247797039	   0.000800091882646
   0.000001863775055	   0.001040325935753	   0.000795326387363
   0.000001863775055	   0.001040325935753	   0.000795326387363
   0.000000584480865	   0.000992875250392	   0.000807796188024
   0.000000584480865	   0.000992875250392	   0.000807796188024
   0.000002027233666	   0.001014362775798	   0.000788340368430
   0.000002027233666	   0.001014362775798	   0.000788340368430
   0.000000739082876	   0.000964788621875	   0.000793116466347
   0.000000739082876	   0.000964788621875	   0.000793116466347
   0.000002421420948	   0.001010854618611	   0.000788197340483
   0.000002421420948	   0.001010854618611	   0.000788197340483
   0.000000810206583	   0.000972412537967	   0.000799260209711
   0.000000810206583	   0.000972412537967	   0.000799260209711
   0.000002706275312	   0.000993194330720	   0.000766473146536
   0.000002706275312	   0.000993194330720	   0.000766473146536
   0.000000650005340	   0.000937904945823	   0.000787108550419
   0.000000650005340	   0.000937904945823	   0.000787108550419
   0.000001996209676	   0.000980542739234	   0.000757069877400
   0.000001996209676	   0.000980542739234	   0.000757069877400
   0.000000691123383	   0.000932257034959	   0.000779793969100
   0.000000691123383	   0.000932257034959	   0.000779793969100
   0.000002065245426	   0.000956518618459	   0.000744418252667
   0.000002065245426	   0.000956518618459	   0.000744418252667
   0.000000850045975	   0.000923525888544	   0.000773392634223
   0.000000850045975	   0.000923525888544	   0.000773392634223
   0.000002374976788	   0.000912723793638	   0.000708383850094
   0.000002374976788	   0.000912723793638	   0.000708383850094
   0.000000861881340	   0.000902085565679	   0.000765108201610
   0.000000861881340	   0.000902085565679	   0.000765108201610
   0.000002383066241	   0.000922903842737	   0.000716345998199
   0.000002383066241	   0.000922903842737	   0.000716345998199
   0.000001481841506	   0.000868934546043	   0.000751118802399
   0.000001481841506	   0.000868934546043	   0.000751118802399
   0.000002539858362	   0.000915169710568	   0.000706264040760
   0.000002539858362	   0.000915169710568	   0.000706264040760
   0.000001628426783	   0.000854944216255	   0.000739919566136
   0.000001628426783	   0.000854944216255	   0.000739919566136
   0.000002373099719	   0.000900173256607	   0.000692868716722
   0.000002373099719	   0.000900173256607	   0.000692868716722
   0.000001967393649	   0.000712031284139	   0.000599606312546
   0.000001967393649	   0.000712031284139	   0.000599606312546
   0.000003330092636	   0.000881075367470	   0.000679062979870
   0.000003330092636	   0.000881075367470	   0.000679062979870
   0.000002666243978	   0.000829061829848	   0.000718000591954
   0.000002666243978	   0.000829061829848	   0.000718000591954
   0.000005378202191	   0.000861254265968	   0.000664618847300
   0.000005378202191	   0.000861254265968	   0.000664618847300
   0.000002703174581	   0.000817331069839	   0.000708693111124
   0.000002703174581	   0.000817331069839	   0.000708693111124
   0.000004890581973	   0.000847561437731	   0.000652239459838
   0.000004890581973	   0.000847561437731	   0.000652239459838
   0.000002634582439	   0.000796156112958	   0.000694636220530
   0.000002634582439	   0.000796156112958	   0.000694636220530
   0.000003748095589	   0.000833252204550	   0.000636963741571
   0.000003748095589	   0.000833252204550	   0.000636963741571
