 TYPE	 PROD	ASSET	                  VE
    1	    1	   85	   0.000524920198114
    0	    1	   86	   0.000066763868206
    1	    1	   86	   0.000523670186497
    0	    1	   87	   0.000066914309140
    1	    1	   87	   0.000520863261638
    0	    1	   88	   0.000067298490528
    1	    1	   88	   0.000520548519461
    0	    1	   89	   0.000067311475428
    1	    1	   89	   0.000518051234755
    0	    1	   90	   0.000067404979570
    1	    1	   90	   0.000515787162292
    0	    1	   91	   0.000067406986297
    1	    1	   91	   0.000512505290919
    0	    1	   92	   0.000067374850320
    1	    1	   92	   0.000510008762797
    0	    1	   93	   0.000067179389775
    1	    1	   93	   0.000507144399992
    0	    1	   94	   0.000067228872896
    1	    1	   94	   0.000503546734245
    0	    1	   95	   0.000067440690191
    1	    1	   95	   0.000501890332054
    0	    1	   96	   0.000067415289812
    1	    1	   96	   0.000498324944973
    0	    1	   97	   0.000067368178689
    1	    1	   97	   0.000494408830886
    0	    1	   98	   0.000067365433719
    1	    1	   98	   0.000490875150998
    0	    1	   99	   0.000067335146522
    1	    1	   99	   0.000487146118748
    0	    1	  100	   0.000067271713276
    1	    1	  100	   0.000482886221465
    0	    1	  101	   0.000067202260292
    1	    1	  101	   0.000478594509508
    0	    1	  102	   0.000067209530283
    1	    1	  102	   0.000475443415066
    0	    1	  103	   0.000067096544022
    1	    1	  103	   0.000470778085983
    0	    1	  104	   0.000066973991904
    1	    1	  104	   0.000466009267303
    0	    1	  105	   0.000066869824401
    1	    1	  105	   0.000461518309039
    0	    1	  106	   0.000066763661962
    1	    1	  106	   0.000457200681072
    0	    1	  107	   0.000066650935670
    1	    1	  107	   0.000452260866149
    0	    1	  108	   0.000066474191731
    1	    1	  108	   0.000447157795687
    0	    1	  109	   0.000066361276325
    1	    1	  109	   0.000442888629288
    0	    1	  110	   0.000066145921262
    1	    1	  110	   0.000437593708067
    0	    1	  111	   0.000065905415412
    1	    1	  111	   0.000432088799477
    0	    1	  112	   0.000065700175410
    1	    1	  112	   0.000426968502871
    0	    1	  113	   0.000065476634098
    1	    1	  113	   0.000421752537114
    0	    1	  114	   0.000065163079505
    1	    1	  114	   0.000416042821491
    0	    1	  115	   0.000064891605870
    1	    1	  115	   0.000410470079241
    0	    1	  116	   0.000064660705142
    1	    1	  116	   0.000405240257161
    0	    1	  117	   0.000064310606467
    1	    1	  117	   0.000399206703715
    0	    1	  118	   0.000063989379699
    1	    1	  118	   0.000393265285879
    0	    1	  119	   0.000063722932423
    1	    1	  119	   0.000387772635467
    0	    1	  120	   0.000063308149628
    1	    1	  120	   0.000381702317648
    0	    1	  121	   0.000062917696151
    1	    1	  121	   0.000375532196979
    0	    1	  122	   0.000062573317760
    1	    1	  122	   0.000369961306144
    0	    1	  123	   0.000061933437074
    1	    1	  123	   0.000363751464064
    0	    1	  124	   0.000061462521988
    1	    1	  124	   0.000357240094283
    0	    1	  125	   0.000060943251598
    1	    1	  125	   0.000350304059144
    0	    1	  126	   0.000059569662713
    1	    1	  126	   0.000340653098525
    0	    1	  127	   0.000059088283456
    1	    1	  127	   0.000334157050949
    0	    1	  128	   0.000058609252049
    1	    1	  128	   0.000327538143349
    0	    1	  129	   0.000056711970556
    1	    1	  129	   0.000319576192671
    0	    1	  130	   0.000056196706888
    1	    1	  130	   0.000313121215908
    0	    1	  131	   0.000055820708587
    1	    1	  131	   0.000306683943322
    0	    1	  132	   0.000055640035848
    1	    1	  132	   0.000302639235581
    0	    1	  133	   0.000055213722839
    1	    1	  133	   0.000297377900959
    0	    1	  134	   0.000054590851721
    1	    1	  134	   0.000290855014923
    0	    1	  135	   0.000054225821117
    1	    1	  135	   0.000286079002591
    0	    1	  136	   0.000053646003699
    1	    1	  136	   0.000280110757291
    0	    1	  137	   0.000052943326958
    1	    1	  137	   0.000273689187053
    0	    1	  138	   0.000052390344113
    1	    1	  138	   0.000267801424024
    0	    1	  139	   0.000051697406212
    1	    1	  139	   0.000261524664465
    0	    1	  140	   0.000050770591667
    1	    1	  140	   0.000254713860735
    0	    1	  141	   0.000050140472148
    1	    1	  141	   0.000248949178184
    0	    1	  142	   0.000049312335995
    1	    1	  142	   0.000242172677806
    0	    1	  143	   0.000048524058289
    1	    1	  143	   0.000235645012669
    0	    1	  144	   0.000047779115630
    1	    1	  144	   0.000229190098533
    0	    1	  145	   0.000046918982987
    1	    1	  145	   0.000222684963700
    0	    1	  146	   0.000046062344937
    1	    1	  146	   0.000216167520338
    0	    1	  147	   0.000045182364444
    1	    1	  147	   0.000211093040290
    0	    1	  148	   0.000044108902596
    1	    1	  148	   0.000204737674794
    0	    1	  149	   0.000043207951113
    1	    1	  149	   0.000198513044865
    0	    1	  150	   0.000041228809374
    1	    1	  150	   0.000193080547311
    0	    1	  151	   0.000039754127434
    1	    1	  151	   0.000186783616297
    0	    1	  152	   0.000038891122311
    1	    1	  152	   0.000181213423686
    0	    1	  153	   0.000032575051803
    1	    1	  153	   0.000177205856327
    0	    1	  154	   0.000030508487744
    1	    1	  154	   0.000171998785000
    0	    1	  155	   0.000029827265943
    1	    1	  155	   0.000166916233032
    0	    1	  156	   0.000003963600961
    1	    1	  156	   0.000161075094614
    0	    1	  157	   0.000003784482518
    1	    1	  157	   0.000156787328993
    0	    1	  158	   0.000003607941781
    1	    1	  158	   0.000151534020838
    0	    1	  159	   0.000003438368191
    1	    1	  159	   0.000146865431769
    0	    1	  160	   0.000003273654560
    1	    1	  160	   0.000141846632778
    0	    1	  161	   0.000003112728332
    1	    1	  161	   0.000136888619873
    0	    1	  162	   0.000002956270109
    1	    1	  162	   0.000131993485519
    0	    1	  163	   0.000002804939747
    1	    1	  163	   0.000127179329754
    0	    1	  164	   0.000002657271690
    1	    1	  164	   0.000122580335871
    0	    1	  165	   0.000002515522166
    1	    1	  165	   0.000117819982787
    0	    1	  166	   0.000002379783499
    1	    1	  166	   0.000113216316794
    0	    1	  167	   0.000002245522695
    1	    1	  167	   0.000108576301020
    0	    1	  168	   0.000002120302715
    1	    1	  168	   0.000104157262518
    0	    1	  169	   0.000002000434008
    1	    1	  169	   0.000099653156423
    0	    1	  170	   0.000001886150473
    1	    1	  170	   0.000093643539023
    0	    1	  171	   0.000001780049267
    1	    1	  171	   0.000089465875844
    0	    1	  172	   0.000001677598282
    1	    1	  172	   0.000084397713867
    0	    1	  173	   0.000001579416889
    1	    1	  173	   0.000080303568536
    0	    1	  174	   0.000001485224102
    1	    1	  174	   0.000077297134958
    0	    1	  175	   0.000001394837728
    1	    1	  175	   0.000073479704816
    0	    1	  176	   0.000001308335223
    1	    1	  176	   0.000070584518114
    0	    1	  177	   0.000001225983692
    1	    1	  177	   0.000067160249881
    0	    1	  178	   0.000001147293450
    1	    1	  178	   0.000064022220434
    0	    1	  179	   0.000001072431702
    1	    1	  179	   0.000060758934210
    0	    1	  180	   0.000001001463511
    1	    1	  180	   0.000057722052338
    0	    1	  181	   0.000000934123042
    1	    1	  181	   0.000054727748006
    0	    1	  182	   0.000000870468798
    1	    1	  182	   0.000051812665236
    0	    1	  183	   0.000000810329348
    1	    1	  183	   0.000048905724585
    0	    1	  184	   0.000000753240974
    1	    1	  184	   0.000046143250544
    0	    1	  185	   0.000000699258324
    1	    1	  185	   0.000043589214106
    0	    1	  186	   0.000000648348742
    1	    1	  186	   0.000041186493851
    0	    1	  187	   0.000000600028810
    1	    1	  187	   0.000038841771399
    0	    1	  188	   0.000000554889280
    1	    1	  188	   0.000036572928166
    0	    1	  189	   0.000000512439270
    1	    1	  189	   0.000034405396934
    0	    1	  190	   0.000000472083973
    1	    1	  190	   0.000032346181838
    0	    1	  191	   0.000000435705577
    1	    1	  191	   0.000030376905651
    0	    1	  192	   0.000000400617856
    1	    1	  192	   0.000028470223381
    0	    1	  193	   0.000000368108106
    1	    1	  193	   0.000026646076443
    0	    1	  194	   0.000000341099246
    1	    1	  194	   0.000024923252731
    0	    1	  195	   0.000000311255859
    1	    1	  195	   0.000023279682519
    0	    1	  196	   0.000000290473408
    1	    1	  196	   0.000021748084777
    0	    1	  197	   0.000000270943365
    1	    1	  197	   0.000020287751899
    0	    1	  198	   0.000000248093622
    1	    1	  198	   0.000018907843065
    0	    1	  199	   0.000000226778414
    1	    1	  199	   0.000017560740008
    0	    1	  200	   0.000000206963262
    1	    1	  200	   0.000016354535822
    0	    1	  201	   0.000000188716951
    1	    1	  201	   0.000015195887534
    0	    1	  202	   0.000000172021414
    1	    1	  202	   0.000014017627823
    0	    1	  203	   0.000000156601815
    1	    1	  203	   0.000012914687584
    0	    1	  204	   0.000000142176770
    1	    1	  204	   0.000011931279229
    0	    1	  205	   0.000000128964746
    1	    1	  205	   0.000011083813354
    0	    1	  206	   0.000000116779883
    1	    1	  206	   0.000010210822121
    0	    1	  207	   0.000000105808425
    1	    1	  207	   0.000009387189803
    0	    1	  208	   0.000000095766903
    1	    1	  208	   0.000008488015927
    0	    1	  209	   0.000000086661064
    1	    1	  209	   0.000007734011631
    0	    1	  210	   0.000000078460944
    1	    1	  210	   0.000007036627850
    0	    1	  211	   0.000000070844135
    1	    1	  211	   0.000006418064270
    0	    1	  212	   0.000000063776783
    1	    1	  212	   0.000005986598870
    0	    1	  213	   0.000000057307746
    1	    1	  213	   0.000005556209983
    0	    1	  214	   0.000000051400257
    1	    1	  214	   0.000005114842443
    0	    1	  215	   0.000000045993563
    1	    1	  215	   0.000004694826041
    0	    1	  216	   0.000000041067146
    1	    1	  216	   0.000004305496580
    0	    1	  217	   0.000000036607850
    1	    1	  217	   0.000003933718375
    0	    1	  218	   0.000000032568590
    1	    1	  218	   0.000003579894552
    0	    1	  219	   0.000000028912764
    1	    1	  219	   0.000003255377063
    0	    1	  220	   0.000000025620924
    1	    1	  220	   0.000002955459256
    0	    1	  221	   0.000000022662411
    1	    1	  221	   0.000002674549802
    0	    1	  222	   0.000000020012544
    1	    1	  222	   0.000002412816782
    0	    1	  223	   0.000000017644273
    1	    1	  223	   0.000002169886018
    0	    1	  224	   0.000000015522191
    1	    1	  224	   0.000001949869791
    0	    1	  225	   0.000000013631366
    1	    1	  225	   0.000001750769174
    0	    1	  226	   0.000000011937120
    1	    1	  226	   0.000001571544513
    0	    1	  227	   0.000000010423783
    1	    1	  227	   0.000001413658872
    0	    1	  228	   0.000000009089295
    1	    1	  228	   0.000001266108155
    0	    1	  229	   0.000000007897763
    1	    1	  229	   0.000001130825522
    0	    1	  230	   0.000000006866435
    1	    1	  230	   0.000001005072136
    0	    1	  231	   0.000000005964608
    1	    1	  231	   0.000000880601651
    0	    1	  232	   0.000000005168893
    1	    1	  232	   0.000000776112833
    0	    1	  233	   0.000000004470844
    1	    1	  233	   0.000000686758540
    0	    1	  234	   0.000000003860031
    1	    1	  234	   0.000000605920004
    0	    1	  235	   0.000000003323403
    1	    1	  235	   0.000000534583797
    0	    1	  236	   0.000000002854893
    1	    1	  236	   0.000000471661540
    0	    1	  237	   0.000000002447356
    1	    1	  237	   0.000000414267426
    0	    1	  238	   0.000000002091583
    1	    1	  238	   0.000000363514253
    0	    1	  239	   0.000000001783660
    1	    1	  239	   0.000000318592425
    0	    1	  240	   0.000000001516855
    1	    1	  240	   0.000000278009155
    0	    1	  241	   0.000000001286638
    1	    1	  241	   0.000000242348370
    0	    1	  242	   0.000000001087869
    1	    1	  242	   0.000000210777403
    0	    1	  243	   0.000000000918150
    1	    1	  243	   0.000000182657928
    0	    1	  244	   0.000000000771212
    1	    1	  244	   0.000000158038468
    0	    1	  245	   0.000000000647843
    1	    1	  245	   0.000000136316161
    0	    1	  246	   0.000000000540504
    1	    1	  246	   0.000000117157913
    0	    1	  247	   0.000000000452405
    1	    1	  247	   0.000000100422769
    0	    1	  248	   0.000000000378584
    1	    1	  248	   0.000000082845329
    0	    1	  249	   0.000000000315218
    1	    1	  249	   0.000000070687308
    0	    1	  250	   0.000000000262418
    1	    1	  250	   0.000000060629192
    0	    1	  251	   0.000000000216773
    1	    1	  251	   0.000000051901236
    0	    1	  252	   0.000000000178061
    1	    1	  252	   0.000000045464810
    0	    1	  253	   0.000000000145758
    1	    1	  253	   0.000000038842221
    0	    1	  254	   0.000000000118816
    1	    1	  254	   0.000000032724909
    0	    1	  255	   0.000000000096549
    1	    1	  255	   0.000000027467212
    0	    1	  256	   0.000000000078055
    1	    1	  256	   0.000000022978989
    0	    1	  257	   0.000000000062945
    1	    1	  257	   0.000000019155617
    0	    1	  258	   0.000000000050431
    1	    1	  258	   0.000000015904907
    0	    1	  259	   0.000000000040390
    1	    1	  259	   0.000000013151808
    0	    1	  260	   0.000000000032089
    1	    1	  260	   0.000000010806030
    0	    1	  261	   0.000000000025670
    1	    1	  261	   0.000000008773374
    0	    1	  262	   0.000000000020342
    1	    1	  262	   0.000000007059343
    0	    1	  263	   0.000000000016232
    1	    1	  263	   0.000000005735989
    0	    1	  264	   0.000000000012772
    1	    1	  264	   0.000000004647085
    0	    1	  265	   0.000000000010095
    1	    1	  265	   0.000000003812455
    0	    1	  266	   0.000000000007886
    1	    1	  266	   0.000000003068963
    0	    1	  267	   0.000000000006172
    1	    1	  267	   0.000000002493086
    0	    1	  268	   0.000000000004784
    1	    1	  268	   0.000000001993900
    0	    1	  269	   0.000000000003705
    1	    1	  269	   0.000000001604303
    0	    1	  270	   0.000000000002846
    1	    1	  270	   0.000000001275543
    0	    1	  271	   0.000000000002179
    1	    1	  271	   0.000000001015758
    0	    1	  272	   0.000000000001657
    1	    1	  272	   0.000000000801265
    0	    1	  273	   0.000000000001254
    1	    1	  273	   0.000000000631069
    0	    1	  274	   0.000000000000943
    1	    1	  274	   0.000000000492983
    0	    1	  275	   0.000000000000706
    1	    1	  275	   0.000000000383664
    0	    1	  276	   0.000000000000524
    1	    1	  276	   0.000000000296617
    0	    1	  277	   0.000000000000387
    1	    1	  277	   0.000000000228185
    0	    1	  278	   0.000000000000284
    1	    1	  278	   0.000000000174425
    0	    1	  279	   0.000000000000207
    1	    1	  279	   0.000000000132544
    0	    1	  280	   0.000000000000149
    1	    1	  280	   0.000000000100060
    0	    1	  281	   0.000000000000107
    1	    1	  281	   0.000000000075037
    0	    1	  282	   0.000000000000076
    1	    1	  282	   0.000000000055876
    0	    1	  283	   0.000000000000054
    1	    1	  283	   0.000000000041306
    0	    1	  284	   0.000000000000038
    1	    1	  284	   0.000000000030302
    0	    1	  285	   0.000000000000026
    1	    1	  285	   0.000000000022055
    0	    1	  286	   0.000000000000018
    1	    1	  286	   0.000000000015897
    0	    1	  287	   0.000000000000012
    1	    1	  287	   0.000000000011344
    0	    1	  288	   0.000000000000008
    1	    1	  288	   0.000000000008018
    0	    1	  289	   0.000000000000005
    1	    1	  289	   0.000000000005610
    0	    1	  290	   0.000000000000003
    1	    1	  290	   0.000000000003883
    0	    1	  291	   0.000000000000002
    1	    1	  291	   0.000000000002655
    0	    1	  292	   0.000000000000001
    1	    1	  292	   0.000000000001789
    0	    1	  293	   0.000000000000001
    1	    1	  293	   0.000000000001191
    0	    1	  294	   0.000000000000000
    1	    1	  294	   0.000000000000787
    0	    1	  295	   0.000000000000000
    1	    1	  295	   0.000000000000506
    0	    1	  296	   0.000000000000000
    1	    1	  296	   0.000000000000330
    0	    1	  297	   0.000000000000000
    1	    1	  297	   0.000000000000225
    0	    1	  298	   0.000000000000000
    1	    1	  298	   0.000000000000154
    0	    1	  299	   0.000000000000000
    1	    1	  299	   0.000000000000110
    0	    2	    0	   0.000000000000000
    1	    2	    0	   0.000000000000000
    0	    2	    1	   0.000000014286360
    1	    2	    1	   0.000000017952549
    0	    2	    2	   0.000000018509202
    1	    2	    2	   0.000000026381246
    0	    2	    3	   0.000000020101041
    1	    2	    3	   0.000000018532241
    0	    2	    4	   0.000000026868675
    1	    2	    4	   0.000000039212633
    0	    2	    5	   0.000000018461309
    1	    2	    5	   0.000000029235382
    0	    2	    6	   0.000000032433889
    1	    2	    6	   0.000000055299283
    0	    2	    7	   0.000000020967203
    1	    2	    7	   0.000000035963703
    0	    2	    8	   0.000000032350947
    1	    2	    8	   0.000000089332872
    0	    2	    9	   0.000000065955097
    1	    2	    9	   0.000000156274593
    0	    2	   10	   0.000000048340072
    1	    2	   10	   0.000000102483755
    0	    2	   11	   0.000000050602218
    1	    2	   11	   0.000000107336883
    0	    2	   12	   0.000000060937516
    1	    2	   12	   0.000000130249550
    0	    2	   13	   0.000000062102165
    1	    2	   13	   0.000000128476896
    0	    2	   14	   0.000000095312260
    1	    2	   14	   0.000000238032445
    0	    2	   15	   0.000000087981596
    1	    2	   15	   0.000000216144053
    0	    2	   16	   0.000000085271596
    1	    2	   16	   0.000000195975776
    0	    2	   17	   0.000000093808491
    1	    2	   17	   0.000000256167365
    0	    2	   18	   0.000000119147365
    1	    2	   18	   0.000000321259599
    0	    2	   19	   0.000000118600546
    1	    2	   19	   0.000000267101179
    0	    2	   20	   0.000000142805023
    1	    2	   20	   0.000000376388904
    0	    2	   21	   0.000000119261997
    1	    2	   21	   0.000000357792277
    0	    2	   22	   0.000000143072069
    1	    2	   22	   0.000000411806685
    0	    2	   23	   0.000000171548409
    1	    2	   23	   0.000000456739452
    0	    2	   24	   0.000000172345939
    1	    2	   24	   0.000000495600728
    0	    2	   25	   0.000000176780113
    1	    2	   25	   0.000000528787693
    0	    2	   26	   0.000000231925544
    1	    2	   26	   0.000000701910912
    0	    2	   27	   0.000000228729362
    1	    2	   27	   0.000000703386293
    0	    2	   28	   0.000000257909813
    1	    2	   28	   0.000000781879580
    0	    2	   29	   0.000000287956637
    1	    2	   29	   0.000000889594084
    0	    2	   30	   0.000000367538328
    1	    2	   30	   0.000000953476141
    0	    2	   31	   0.000000390722531
    1	    2	   31	   0.000001048600636
    0	    2	   32	   0.000000364122732
    1	    2	   32	   0.000001034244835
    0	    2	   33	   0.000000396378675
    1	    2	   33	   0.000001066983410
    0	    2	   34	   0.000000502137475
    1	    2	   34	   0.000001116242777
    0	    2	   35	   0.000000440176093
    1	    2	   35	   0.000001225001625
    0	    2	   36	   0.000000448637451
    1	    2	   36	   0.000001198113851
    0	    2	   37	   0.000000475315189
    1	    2	   37	   0.000001143035990
    0	    2	   38	   0.000000597471633
    1	    2	   38	   0.000001225971838
    0	    2	   39	   0.000000506141322
    1	    2	   39	   0.000001192748902
    0	    2	   40	   0.000000521867270
    1	    2	   40	   0.000001227910913
    0	    2	   41	   0.000000579539991
    1	    2	   41	   0.000001282589701
    0	    2	   42	   0.000001494288822
    1	    2	   42	   0.000001235121983
    0	    2	   43	   0.000001557439163
    1	    2	   43	   0.000001166843212
    0	    2	   44	   0.000001632843260
    1	    2	   44	   0.000001136045960
    0	    2	   45	   0.000002165752697
    1	    2	   45	   0.000001063526542
    0	    2	   46	   0.000002704688405
    1	    2	   46	   0.000001042643048
    0	    2	   47	   0.000002211250472
    1	    2	   47	   0.000000933119167
    0	    2	   48	   0.000002393046174
    1	    2	   48	   0.000000916422101
    0	    2	   49	   0.000003324256589
    1	    2	   49	   0.000000995986930
    0	    2	   50	   0.000003482978696
    1	    2	   50	   0.000001823108559
    0	    2	   51	   0.000003124369035
    1	    2	   51	   0.000003084435062
    0	    2	   52	   0.000011587190190
    1	    2	   52	   0.000040175526958
    0	    2	   53	   0.000019315445948
    1	    2	   53	   0.000070355355853
    0	    2	   54	   0.000022906044737
    1	    2	   54	   0.000090194137852
    0	    2	   55	   0.000026011057095
    1	    2	   55	   0.000105856726889
    0	    2	   56	   0.000030144855954
    1	    2	   56	   0.000126938000058
    0	    2	   57	   0.000032693878632
    1	    2	   57	   0.000137960288574
    0	    2	   58	   0.000037299136000
    1	    2	   58	   0.000173701891448
    0	    2	   59	   0.000038851235100
    1	    2	   59	   0.000198517219907
    0	    2	   60	   0.000040960423674
    1	    2	   60	   0.000216983994816
    0	    2	   61	   0.000042429145249
    1	    2	   61	   0.000230911622050
    0	    2	   62	   0.000043406340590
    1	    2	   62	   0.000244773208794
    0	    2	   63	   0.000045053426314
    1	    2	   63	   0.000257798537955
    0	    2	   64	   0.000045810665572
    1	    2	   64	   0.000272826055976
    0	    2	   65	   0.000045651499602
    1	    2	   65	   0.000289127282846
    0	    2	   66	   0.000045701414096
    1	    2	   66	   0.000299641921924
    0	    2	   67	   0.000045508198610
    1	    2	   67	   0.000306862840675
    0	    2	   68	   0.000044982298633
    1	    2	   68	   0.000311168253200
    0	    2	   69	   0.000044290593734
    1	    2	   69	   0.000313828859785
    0	    2	   70	   0.000042595432917
    1	    2	   70	   0.000312799497959
    0	    2	   71	   0.000042289170036
    1	    2	   71	   0.000316278523984
    0	    2	   72	   0.000041605275156
    1	    2	   72	   0.000318862472477
    0	    2	   73	   0.000040350843824
    1	    2	   73	   0.000319738385911
    0	    2	   74	   0.000039282596513
    1	    2	   74	   0.000318702741307
    0	    2	   75	   0.000038505974770
    1	    2	   75	   0.000316512456642
    0	    2	   76	   0.000037703542511
    1	    2	   76	   0.000314121081586
    0	    2	   77	   0.000037112874534
    1	    2	   77	   0.000310403423285
    0	    2	   78	   0.000036843541292
    1	    2	   78	   0.000309565372176
    0	    2	   79	   0.000036824015684
    1	    2	   79	   0.000309883536367
    0	    2	   80	   0.000035061497318
    1	    2	   80	   0.000302958273810
    0	    2	   81	   0.000037263557715
    1	    2	   81	   0.000312668024014
    0	    2	   82	   0.000037075017782
    1	    2	   82	   0.000309918456259
    0	    2	   83	   0.000037317983251
    1	    2	   83	   0.000307693201638
    0	    2	   84	   0.000037135440592
    1	    2	   84	   0.000304127326593
    0	    2	   85	   0.000037056707120
    1	    2	   85	   0.000302196471262
    0	    2	   86	   0.000036723513232
    1	    2	   86	   0.000301007597731
    0	    2	   87	   0.000036343483149
    1	    2	   87	   0.000295508128783
    0	    2	   88	   0.000036738565008
    1	    2	   88	   0.000300247544781
    0	    2	   89	   0.000036556266129
    1	    2	   89	   0.000297192837987
    0	    2	   90	   0.000036389875820
    1	    2	   90	   0.000294381730267
    0	    2	   91	   0.000036135741673
    1	    2	   91	   0.000290549668029
    0	    2	   92	   0.000035977321856
    1	    2	   92	   0.000287622989029
    0	    2	   93	   0.000035741686190
    1	    2	   93	   0.000284824704246
    0	    2	   94	   0.000035780066122
    1	    2	   94	   0.000281366868055
    0	    2	   95	   0.000036516195588
    1	    2	   95	   0.000285253873350
    0	    2	   96	   0.000036371864364
    1	    2	   96	   0.000282085407542
    0	    2	   97	   0.000036250279819
    1	    2	   97	   0.000279054925902
    0	    2	   98	   0.000036107776203
    1	    2	   98	   0.000275549446137
    0	    2	   99	   0.000036018723007
    1	    2	   99	   0.000272591809465
    0	    2	  100	   0.000035961391087
    1	    2	  100	   0.000269650700623
    0	    2	  101	   0.000035842268216
    1	    2	  101	   0.000266339871775
    0	    2	  102	   0.000036084013007
    1	    2	  102	   0.000267536213831
    0	    2	  103	   0.000035980981272
    1	    2	  103	   0.000264350144820
    0	    2	  104	   0.000035904255125
    1	    2	  104	   0.000261241786437
    0	    2	  105	   0.000035823275448
    1	    2	  105	   0.000257920388149
    0	    2	  106	   0.000035881942762
    1	    2	  106	   0.000256725709428
    0	    2	  107	   0.000036022157414
    1	    2	  107	   0.000254322959795
    0	    2	  108	   0.000035919149586
    1	    2	  108	   0.000251151893346
    0	    2	  109	   0.000036018925581
    1	    2	  109	   0.000250591202770
    0	    2	  110	   0.000035886967211
    1	    2	  110	   0.000247372334266
    0	    2	  111	   0.000035759037050
    1	    2	  111	   0.000244103243947
    0	    2	  112	   0.000035610161428
    1	    2	  112	   0.000240917294900
    0	    2	  113	   0.000035557059127
    1	    2	  113	   0.000238749126812
    0	    2	  114	   0.000035346921389
    1	    2	  114	   0.000235808495252
    0	    2	  115	   0.000035184603747
    1	    2	  115	   0.000232704734075
    0	    2	  116	   0.000035157756017
    1	    2	  116	   0.000230709867388
    0	    2	  117	   0.000034984650825
    1	    2	  117	   0.000227179584468
    0	    2	  118	   0.000034832417562
    1	    2	  118	   0.000223704173425
    0	    2	  119	   0.000034770454282
    1	    2	  119	   0.000220808405923
    0	    2	  120	   0.000034745533870
    1	    2	  120	   0.000218247543956
    0	    2	  121	   0.000034659614739
    1	    2	  121	   0.000215217090558
    0	    2	  122	   0.000034604370259
    1	    2	  122	   0.000212558666718
    0	    2	  123	   0.000034510274080
    1	    2	  123	   0.000209841711967
    0	    2	  124	   0.000034303260590
    1	    2	  124	   0.000206249435286
    0	    2	  125	   0.000034116679556
    1	    2	  125	   0.000202765312008
    0	    2	  126	   0.000033885946943
    1	    2	  126	   0.000199213258360
    0	    2	  127	   0.000033730937179
    1	    2	  127	   0.000196108025792
    0	    2	  128	   0.000033567607437
    1	    2	  128	   0.000192924550491
    0	    2	  129	   0.000033385461380
    1	    2	  129	   0.000189596049655
    0	    2	  130	   0.000033190980919
    1	    2	  130	   0.000186224170843
    0	    2	  131	   0.000032986285080
    1	    2	  131	   0.000182649763306
    0	    2	  132	   0.000032801689534
    1	    2	  132	   0.000179432738828
    0	    2	  133	   0.000032590839341
    1	    2	  133	   0.000176159016698
    0	    2	  134	   0.000032357177895
    1	    2	  134	   0.000172824101638
    0	    2	  135	   0.000032135143478
    1	    2	  135	   0.000169618441580
    0	    2	  136	   0.000031876381563
    1	    2	  136	   0.000166201906099
    0	    2	  137	   0.000031585505422
    1	    2	  137	   0.000162677204477
    0	    2	  138	   0.000031328724634
    1	    2	  138	   0.000159441882949
    0	    2	  139	   0.000031033895350
    1	    2	  139	   0.000156071314448
    0	    2	  140	   0.000030687618130
    1	    2	  140	   0.000152641399489
    0	    2	  141	   0.000030370667229
    1	    2	  141	   0.000149410463821
    0	    2	  142	   0.000029959511631
    1	    2	  142	   0.000145872100880
    0	    2	  143	   0.000029480005769
    1	    2	  143	   0.000141432421676
    0	    2	  144	   0.000028864229401
    1	    2	  144	   0.000135810233352
    0	    2	  145	   0.000028554231800
    1	    2	  145	   0.000132442428279
    0	    2	  146	   0.000028188877751
    1	    2	  146	   0.000129060925658
    0	    2	  147	   0.000028097078242
    1	    2	  147	   0.000128299301298
    0	    2	  148	   0.000027696863162
    1	    2	  148	   0.000125774364258
    0	    2	  149	   0.000027103784363
    1	    2	  149	   0.000121646161989
    0	    2	  150	   0.000026356422720
    1	    2	  150	   0.000117227717478
    0	    2	  151	   0.000025702177695
    1	    2	  151	   0.000113912373255
    0	    2	  152	   0.000025241455169
    1	    2	  152	   0.000111023552147
    0	    2	  153	   0.000024199806624
    1	    2	  153	   0.000109392057560
    0	    2	  154	   0.000023610972776
    1	    2	  154	   0.000106566277483
    0	    2	  155	   0.000023102813240
    1	    2	  155	   0.000102723816170
    0	    2	  156	   0.000022601734876
    1	    2	  156	   0.000099232141065
    0	    2	  157	   0.000022276410138
    1	    2	  157	   0.000096318312646
    0	    2	  158	   0.000021937004626
    1	    2	  158	   0.000093847906083
    0	    2	  159	   0.000021612903736
    1	    2	  159	   0.000091625156550
    0	    2	  160	   0.000021159197466
    1	    2	  160	   0.000088525619598
    0	    2	  161	   0.000020680861163
    1	    2	  161	   0.000085263470551
    0	    2	  162	   0.000020259869390
    1	    2	  162	   0.000082321986527
    0	    2	  163	   0.000019866143748
    1	    2	  163	   0.000079747870698
    0	    2	  164	   0.000019533519780
    1	    2	  164	   0.000077589563337
    0	    2	  165	   0.000018964892490
    1	    2	  165	   0.000074789512067
    0	    2	  166	   0.000018429636535
    1	    2	  166	   0.000071905674349
    0	    2	  167	   0.000017889403367
    1	    2	  167	   0.000069102548247
    0	    2	  168	   0.000017380761556
    1	    2	  168	   0.000066644006275
    0	    2	  169	   0.000016892133114
    1	    2	  169	   0.000064416356345
    0	    2	  170	   0.000016319867803
    1	    2	  170	   0.000061696339565
    0	    2	  171	   0.000015737245976
    1	    2	  171	   0.000059126842510
    0	    2	  172	   0.000015163901656
    1	    2	  172	   0.000056465811713
    0	    2	  173	   0.000014516228136
