 TYPE	 PROD	ASSET	               endoK	                  VE
    0	    0	   62	   5.791562463234022	   0.000020645894974
    1	    0	   62	   8.984103106937953	   0.000220393881181
    0	    0	   63	   5.791562463234022	   0.000021041001546
    1	    0	   63	   9.336071989371300	   0.000225558502950
    0	    0	   64	   5.791562463234022	   0.000021417491859
    1	    0	   64	   9.700182185085730	   0.000230600690500
    0	    0	   65	   5.791562463234022	   0.000021758510497
    1	    0	   65	  10.076853657758818	   0.000234930631168
    0	    0	   66	   5.791562463234022	   0.000022083805837
    1	    0	   66	  10.466520902953922	   0.000238023898735
    0	    0	   67	   5.791562463234022	   0.000022473421270
    1	    0	   67	  10.869633451728729	   0.000241592321546
    0	    0	   68	   5.791562463234022	   0.000022756846186
    1	    0	   68	  11.286656391689599	   0.000244540345523
    0	    0	   69	   5.791562463234022	   0.000023055371255
    1	    0	   69	  11.718070906097633	   0.000247725619120
    0	    0	   70	   5.791562463234022	   0.000023459792470
    1	    0	   70	  12.164374831653722	   0.000251113674628
    0	    0	   71	   5.791562463234022	   0.000023699950039
    1	    0	   71	  12.626083235610999	   0.000253845159476
    0	    0	   72	   5.791562463234022	   0.000023946978011
    1	    0	   72	  13.103729012886127	   0.000256541856928
    0	    0	   73	   5.791562463234022	   0.000024181400699
    1	    0	   73	  13.597863503863570	   0.000258867968961
    0	    0	   74	   5.791562463234022	   0.000024138449837
    1	    0	   74	  14.109057133611483	   0.000259928615244
    0	    0	   75	   5.791562463234022	   0.000024354081013
    1	    0	   75	  14.637900073252316	   0.000261800671042
    0	    0	   76	   5.791562463234022	   0.000024558233181
    1	    0	   76	  15.185002924257434	   0.000262908088639
    0	    0	   77	   5.791562463234022	   0.000024397903045
    1	    0	   77	  15.750997426461328	   0.000262919477014
    0	    0	   78	   5.791562463234022	   0.000024606137380
    1	    0	   78	  16.336537190618689	   0.000263700352517
    0	    0	   79	   5.791562463234022	   0.000024775194116
    1	    0	   79	  16.942298456356383	   0.000264145247952
    0	    0	   80	   5.791562463234022	   0.000023940445317
    1	    0	   80	  17.568980876401461	   0.000265408094450
    0	    0	   81	   5.791562463234022	   0.000024076602870
    1	    0	   81	  18.217308327997383	   0.000266054923615
    0	    0	   82	   5.791562463234022	   0.000024163756505
    1	    0	   82	  18.888029752451793	   0.000266590206265
    0	    0	   83	   5.791562463234022	   0.000012851221703
    1	    0	   83	  19.581920023792463	   0.000266146636526
    0	    0	   84	   5.791562463234022	   0.000012759237235
    1	    0	   84	  20.299780847541175	   0.000266869797952
    0	    0	   85	   5.791562463234022	   0.000012623564232
    1	    0	   85	  21.042441690651170	   0.000264405251422
    0	    0	   86	   5.791562463234022	   0.000012466658839
    1	    0	   86	  21.810760743689318	   0.000264187950170
    0	    0	   87	   5.791562463234022	   0.000012304616163
    1	    0	   87	  22.605625916382227	   0.000261988254445
    0	    0	   88	   5.791562463234022	   0.000012151809053
    1	    0	   88	  23.427955867684020	   0.000261142619081
    0	    0	   89	   5.791562463234022	   0.000011975259381
    1	    0	   89	  24.278701071563745	   0.000258991668122
    0	    0	   90	   5.791562463234022	   0.000011789249291
    1	    0	   90	  25.158844919752244	   0.000257522998505
    0	    0	   91	   5.791562463234022	   0.000011635503446
    1	    0	   91	  26.069404862730654	   0.000255385896437
    0	    0	   92	   5.791562463234022	   0.000011460993183
    1	    0	   92	  27.011433590288263	   0.000253511435261
    0	    0	   93	   5.791562463234022	   0.000011297651680
    1	    0	   93	  27.986020253022183	   0.000251276072378
    0	    0	   94	   5.791562463234022	   0.000011105949821
    1	    0	   94	  28.994291726200398	   0.000250955527575
    0	    0	   95	   5.791562463234022	   0.000010895945711
    1	    0	   95	  30.037413917457712	   0.000249374223000
    0	    0	   96	   5.791562463234022	   0.000010708785097
    1	    0	   96	  31.116593119846335	   0.000248092175697
    0	    0	   97	   5.791562463234022	   0.000010491824523
    1	    0	   97	  32.233077411814605	   0.000245890756104
    0	    0	   98	   5.791562463234022	   0.000010250183063
    1	    0	   98	  33.388158105742896	   0.000243684478186
    0	    0	   99	   5.791562463234022	   0.000010061578290
    1	    0	   99	  34.583171246721598	   0.000241160730121
    0	    0	  100	   5.791562463234022	   0.000009825235582
    1	    0	  100	  35.819499163314866	   0.000238316457194
    0	    0	  101	   5.791562463234022	   0.000009581507984
    1	    0	  101	  37.098572072114571	   0.000235236593891
    0	    0	  102	   5.791562463234022	   0.000009436272201
    1	    0	  102	  38.421869737950850	   0.000232376717536
    0	    0	  103	   5.791562463234022	   0.000009220416615
    1	    0	  103	  39.790923191691434	   0.000228928649953
    0	    0	  104	   5.791562463234022	   0.000008990188565
    1	    0	  104	  41.207316507627816	   0.000225835707116
    0	    0	  105	   5.791562463234022	   0.000008751664193
    1	    0	  105	  42.672688642517073	   0.000221892425168
    0	    0	  106	   5.791562463234022	   0.000008510435424
    1	    0	  106	  44.188735338418446	   0.000218621912312
    0	    0	  107	   5.791562463234022	   0.000008264955901
    1	    0	  107	  45.757211091539688	   0.000214566777168
    0	    0	  108	   5.791562463234022	   0.000008017728457
    1	    0	  108	  47.379931189383498	   0.000210747552976
    0	    0	  109	   5.791562463234022	   0.000007768166808
    1	    0	  109	  49.058773818565030	   0.000206522605437
    0	    0	  110	   5.791562463234022	   0.000007516831175
    1	    0	  110	  50.795682245753547	   0.000202285250571
    0	    0	  111	   5.791562463234022	   0.000007263260209
    1	    0	  111	  52.592667074275738	   0.000197794113207
    0	    0	  112	   5.791562463234022	   0.000007010230362
    1	    0	  112	  54.451808579007569	   0.000193150484938
    0	    0	  113	   5.791562463234022	   0.000006754970394
    1	    0	  113	  56.375259122271522	   0.000188382388746
    0	    0	  114	   5.791562463234022	   0.000006502470782
    1	    0	  114	  58.365245653551447	   0.000183489346145
    0	    0	  115	   5.791562463234022	   0.000006247571576
    1	    0	  115	  60.424072295933783	   0.000178569929066
    0	    0	  116	   5.791562463234022	   0.000005997757207
    1	    0	  116	  62.554123022286390	   0.000173547608505
    0	    0	  117	   5.791562463234022	   0.000005746541550
    1	    0	  117	  64.757864424289124	   0.000168426727720
    0	    0	  118	   5.791562463234022	   0.000005503651268
    1	    0	  118	  67.037848577539762	   0.000163265706257
    0	    0	  119	   5.791562463234022	   0.000005262776572
    1	    0	  119	  69.396716006070179	   0.000157496605691
    0	    0	  120	   5.791562463234022	   0.000005030654300
    1	    0	  120	  71.837198749723541	   0.000151846840130
    0	    0	  121	   5.791562463234022	   0.000004799746535
    1	    0	  121	  74.362123537963257	   0.000146002247044
    0	    0	  122	   5.791562463234022	   0.000004577708104
    1	    0	  122	  76.974415073808316	   0.000140305713621
    0	    0	  123	   5.791562463234022	   0.000004354296771
    1	    0	  123	  79.677099431717735	   0.000134833762859
    0	    0	  124	   5.791562463234022	   0.000004139373336
    1	    0	  124	  82.473307573380865	   0.000129884774101
    0	    0	  125	   5.791562463234022	   0.000003924126926
    1	    0	  125	  85.366278985504806	   0.000124830919262
    0	    0	  126	   5.791562463234022	   0.000003717686207
    1	    0	  126	  88.359365443836296	   0.000120017896414
    0	    0	  127	   5.791562463234022	   0.000003512192694
    1	    0	  127	  91.456034907798340	   0.000115114553389
    0	    0	  128	   5.791562463234022	   0.000003315757002
    1	    0	  128	  94.659875550278031	   0.000110325954958
    0	    0	  129	   5.791562463234022	   0.000003122021163
    1	    0	  129	  97.974599927256065	   0.000105518722938
    0	    0	  130	   5.791562463234022	   0.000002936569638
    1	    0	  130	 101.404049292133521	   0.000100774916315
    0	    0	  131	   5.791562463234022	   0.000002756363613
    1	    0	  131	 104.952198059779661	   0.000096052682889
    0	    0	  132	   5.791562463234022	   0.000002583389884
    1	    0	  132	 108.623158425497763	   0.000091399648274
    0	    0	  133	   5.791562463234022	   0.000002417416865
    1	    0	  133	 112.421185144289481	   0.000086828533003
    0	    0	  134	   5.791562463234022	   0.000002260184957
    1	    0	  134	 116.350680475980681	   0.000082357293214
    0	    0	  135	   5.791562463234022	   0.000002112856931
    1	    0	  135	 120.416199301969257	   0.000076864996525
    0	    0	  136	   5.791562463234022	   0.000001972683980
    1	    0	  136	 124.622454419552213	   0.000071786225733
    0	    0	  137	   5.791562463234022	   0.000001840584642
    1	    0	  137	 128.974322019999448	   0.000067281817579
    0	    0	  138	   5.791562463234022	   0.000001713711775
    1	    0	  138	 133.476847356751477	   0.000063169167795
    0	    0	  139	   5.791562463234022	   0.000001590617402
    1	    0	  139	 138.135250610344599	   0.000060282671566
    0	    0	  140	   5.791562463234022	   0.000001473991837
    1	    0	  140	 142.954932956892975	   0.000057221229442
    0	    0	  141	   5.791562463234022	   0.000001361596849
    1	    0	  141	 147.941482847195346	   0.000053976694065
    0	    0	  142	   5.791562463234022	   0.000001256671122
    1	    0	  142	 153.100682503781314	   0.000050689998923
    0	    0	  143	   5.791562463234022	   0.000001155766637
    1	    0	  143	 158.438514643462042	   0.000047462746222
    0	    0	  144	   5.791562463234022	   0.000001062761526
    1	    0	  144	 163.961169433217833	   0.000044340761586
    0	    0	  145	   5.791562463234022	   0.000000973156379
    1	    0	  145	 169.675051687522938	   0.000041300049493
    0	    0	  146	   5.791562463234022	   0.000000889422314
    1	    0	  146	 175.586788315493493	   0.000038368489631
    0	    0	  147	   5.791562463234022	   0.000000807875419
    1	    0	  147	 181.703236026530845	   0.000035561314738
    0	    0	  148	   5.791562463234022	   0.000000733060872
    1	    0	  148	 188.031489303438264	   0.000032883828105
    0	    0	  149	   5.791562463234022	   0.000000662399635
    1	    0	  149	 194.578888652297366	   0.000030319788990
    0	    0	  150	   5.791562463234022	   0.000000597840873
    1	    0	  150	 201.353029138717631	   0.000027890365341
    0	    0	  151	   5.791562463234022	   0.000000537257274
    1	    0	  151	 208.361769220399594	   0.000025599514894
    0	    0	  152	   5.791562463234022	   0.000000481636690
    1	    0	  152	 215.613239886304825	   0.000023436382115
    0	    0	  153	   5.791562463234022	   0.000000430416371
    1	    0	  153	 223.115854113078228	   0.000021396787116
    0	    0	  154	   5.791562463234022	   0.000000383862591
    1	    0	  154	 230.878316649739446	   0.000019490894766
    0	    0	  155	   5.791562463234022	   0.000000341324200
    1	    0	  155	 238.909634142045945	   0.000017713743592
    0	    0	  156	   5.791562463234022	   0.000000303370181
    1	    0	  156	 247.219125608319871	   0.000015984054837
    0	    0	  157	   5.791562463234022	   0.000000269308168
    1	    0	  157	 255.816433278947216	   0.000014266099455
    0	    0	  158	   5.791562463234022	   0.000000238721673
    1	    0	  158	 264.711533812176526	   0.000012704829405
    0	    0	  159	   5.791562463234022	   0.000000211172188
    1	    0	  159	 273.914749899289177	   0.000011324447184
    0	    0	  160	   5.791562463234022	   0.000000185739545
    1	    0	  160	 283.436762272658711	   0.000010232937735
    0	    0	  161	   5.791562463234022	   0.000000163067789
    1	    0	  161	 293.288622130695387	   0.000009259806195
    0	    0	  162	   5.791562463234022	   0.000000142201427
    1	    0	  162	 303.481763994152629	   0.000008346042613
    0	    0	  163	   5.791562463234022	   0.000000124161382
    1	    0	  163	 314.028019008775175	   0.000007488721493
    0	    0	  164	   5.791562463234022	   0.000000108088349
    1	    0	  164	 324.939628709793908	   0.000006689047233
    0	    0	  165	   5.791562463234022	   0.000000093796425
    1	    0	  165	 336.229259264304403	   0.000005946883184
    0	    0	  166	   5.791562463234022	   0.000000081199308
    1	    0	  166	 347.910016208128297	   0.000005257370319
    0	    0	  167	   5.791562463234022	   0.000000070125062
    1	    0	  167	 359.995459694329497	   0.000004612408341
    0	    0	  168	   5.791562463234022	   0.000000060420401
    1	    0	  168	 372.499620271160438	   0.000004040537528
    0	    0	  169	   5.791562463234022	   0.000000051904687
    1	    0	  169	 385.437015207820764	   0.000003540878482
    0	    0	  170	   5.791562463234022	   0.000000044450775
    1	    0	  170	 398.822665387059885	   0.000003088392953
    0	    0	  171	   5.791562463234022	   0.000000037950878
    1	    0	  171	 412.672112784307046	   0.000002690619170
    0	    0	  172	   5.791562463234022	   0.000000032302885
    1	    0	  172	 427.001438553707317	   0.000002340953180
    0	    0	  173	   5.791562463234022	   0.000000027541784
    1	    0	  173	 441.827281742136336	   0.000001981694684
    0	    0	  174	   5.791562463234022	   0.000000023364210
    1	    0	  174	 457.166858653009854	   0.000001680950598
    0	    0	  175	   5.791562463234022	   0.000000019799621
    1	    0	  175	 473.037982882458266	   0.000001456526931
    0	    0	  176	   5.791562463234022	   0.000000016659763
    1	    0	  176	 489.459086051216445	   0.000001258137458
    0	    0	  177	   5.791562463234022	   0.000000013937962
    1	    0	  177	 506.449239256401768	   0.000001120045448
    0	    0	  178	   5.791562463234022	   0.000000011613370
    1	    0	  178	 524.028175268177733	   0.000000965718619
    0	    0	  179	   5.791562463234022	   0.000000009632669
    1	    0	  179	 542.216311497181437	   0.000000822166704
    0	    0	  180	   5.791562463234022	   0.000000007959618
    1	    0	  180	 561.034773759485915	   0.000000696859170
    0	    0	  181	   5.791562463234022	   0.000000006545202
    1	    0	  181	 580.505420866805252	   0.000000587896744
    0	    0	  182	   5.791562463234022	   0.000000005362276
    1	    0	  182	 600.650870070601059	   0.000000494025650
    0	    0	  183	   5.791562463234022	   0.000000004369055
    1	    0	  183	 621.494523389758001	   0.000000413345309
    0	    0	  184	   5.791562463234022	   0.000000003547619
    1	    0	  184	 643.060594852517170	   0.000000344435468
    0	    0	  185	   5.791562463234022	   0.000000002861993
    1	    0	  185	 665.374138684428431	   0.000000285725265
    0	    0	  186	   5.791562463234022	   0.000000002302614
    1	    0	  186	 688.461078475184422	   0.000000236021292
    0	    0	  187	   5.791562463234022	   0.000000001837711
    1	    0	  187	 712.348237358339702	   0.000000194006085
    0	    0	  188	   5.791562463234022	   0.000000001465194
    1	    0	  188	 737.063369239098961	   0.000000158751737
    0	    0	  189	   5.791562463234022	   0.000000001156266
    1	    0	  189	 762.635191106584216	   0.000000129146376
    0	    0	  190	   5.791562463234022	   0.000000000915933
    1	    0	  190	 789.093416468261012	   0.000000104435051
    0	    0	  191	   5.791562463234022	   0.000000000718493
    1	    0	  191	 816.468789945492858	   0.000000083495597
    0	    0	  192	   5.791562463234022	   0.000000000570659
    1	    0	  192	 844.793123070573643	   0.000000065376004
    0	    0	  193	   5.791562463234022	   0.000000000449717
    1	    0	  193	 874.099331326968127	   0.000000049912142
    0	    0	  194	   5.791562463234022	   0.000000000354702
    1	    0	  194	 904.421472475960172	   0.000000040579285
    0	    0	  195	   5.791562463234022	   0.000000000276002
    1	    0	  195	 935.794786214386022	   0.000000032792750
    0	    0	  196	   5.791562463234022	   0.000000000213545
    1	    0	  196	 968.255735209704312	   0.000000027196058
    0	    0	  197	   5.791562463234022	   0.000000000163709
    1	    0	  197	1001.842047560253491	   0.000000021660235
    0	    0	  198	   5.791562463234022	   0.000000000125016
    1	    0	  198	1036.592760730200098	   0.000000017123263
    0	    0	  199	   5.791562463234022	   0.000000000094756
    1	    0	  199	1072.548267010425889	   0.000000013328248
    0	    0	  200	   5.791562463234022	   0.000000000071439
    1	    0	  200	1109.750360558353577	   0.000000010396276
    0	    0	  201	   5.791562463234022	   0.000000000053476
    1	    0	  201	1148.242286071575563	   0.000000008015010
    0	    0	  202	   5.791562463234022	   0.000000000039776
    1	    0	  202	1188.068789152041745	   0.000000006166930
    0	    0	  203	   5.791562463234022	   0.000000000029373
    1	    0	  203	1229.276168419551368	   0.000000004701342
    0	    0	  204	   5.791562463234022	   0.000000000021535
    1	    0	  204	1271.912329435314859	   0.000000003567294
    0	    0	  205	   5.791562463234022	   0.000000000015668
    1	    0	  205	1316.026840498473121	   0.000000002684974
    0	    0	  206	   5.791562463234022	   0.000000000011310
    1	    0	  206	1361.670990380661351	   0.000000002007938
    0	    0	  207	   5.791562463234022	   0.000000000008097
    1	    0	  207	1408.897848065931157	   0.000000001489778
    0	    0	  208	   5.791562463234022	   0.000000000005746
    1	    0	  208	1457.762324565729841	   0.000000001097003
    0	    0	  209	   5.791562463234022	   0.000000000004042
    1	    0	  209	1508.321236881011600	   0.000000000801087
    0	    0	  210	   5.791562463234022	   0.000000000002815
    1	    0	  210	1560.633374186092169	   0.000000000580046
    0	    0	  211	   5.791562463234022	   0.000000000001942
    1	    0	  211	1614.759566311484377	   0.000000000416205
    0	    0	  212	   5.791562463234022	   0.000000000001325
    1	    0	  212	1670.762754605368627	   0.000000000295807
    0	    0	  213	   5.791562463234022	   0.000000000000894
    1	    0	  213	1728.708065256892041	   0.000000000208116
    0	    0	  214	   5.791562463234022	   0.000000000000596
    1	    0	  214	1788.662885166073465	   0.000000000144828
    0	    0	  215	   5.791562463234022	   0.000000000000393
    1	    0	  215	1850.696940449422527	   0.000000000099566
    0	    0	  216	   5.791562463234022	   0.000000000000255
    1	    0	  216	1907.983823252039656	   0.000000000067289
    0	    0	  217	   5.791562463234022	   0.000000000000164
    1	    0	  217	1907.983823252039656	   0.000000000045395
    0	    0	  218	   5.791562463234022	   0.000000000000103
    1	    0	  218	1907.983823252039656	   0.000000000030302
    0	    0	  219	   5.791562463234022	   0.000000000000064
    1	    0	  219	1907.983823252039656	   0.000000000019951
    0	    0	  220	   5.791562463234022	   0.000000000000039
    1	    0	  220	1907.983823252039656	   0.000000000012792
    0	    0	  221	   5.791562463234022	   0.000000000000024
    1	    0	  221	1907.983823252039656	   0.000000000008054
    0	    0	  222	   5.791562463234022	   0.000000000000014
    1	    0	  222	1907.983823252039656	   0.000000000004969
    0	    0	  223	   5.791562463234022	   0.000000000000008
    1	    0	  223	1907.983823252039656	   0.000000000003020
    0	    0	  224	   5.791562463234022	   0.000000000000005
    1	    0	  224	1907.983823252039656	   0.000000000001828
    0	    0	  225	   5.791562463234022	   0.000000000000003
    1	    0	  225	1907.983823252039656	   0.000000000001107
    0	    0	  226	   5.791562463234022	   0.000000000000002
    1	    0	  226	1907.983823252039656	   0.000000000000667
    0	    0	  227	   5.791562463234022	   0.000000000000001
    1	    0	  227	1907.983823252039656	   0.000000000000396
    0	    0	  228	   5.791562463234022	   0.000000000000001
    1	    0	  228	1907.983823252039656	   0.000000000000232
    0	    0	  229	   5.791562463234022	   0.000000000000000
    1	    0	  229	1907.983823252039656	   0.000000000000133
    0	    0	  230	   5.791562463234022	   0.000000000000000
    1	    0	  230	1907.983823252039656	   0.000000000000075
    0	    0	  231	   5.791562463234022	   0.000000000000000
    1	    0	  231	1907.983823252039656	   0.000000000000041
    0	    0	  232	   5.791562463234022	   0.000000000000000
    1	    0	  232	1907.983823252039656	   0.000000000000022
    0	    0	  233	   5.791562463234022	   0.000000000000000
    1	    0	  233	1907.983823252039656	   0.000000000000012
    0	    0	  234	   5.791562463234022	   0.000000000000000
    1	    0	  234	1907.983823252039656	   0.000000000000006
    0	    0	  235	   5.791562463234022	   0.000000000000000
    1	    0	  235	1907.983823252039656	   0.000000000000003
    0	    0	  236	   5.791562463234022	   0.000000000000000
    1	    0	  236	1907.983823252039656	   0.000000000000002
    0	    0	  237	   5.791562463234022	   0.000000000000000
    1	    0	  237	1907.983823252039656	   0.000000000000001
    0	    0	  238	   5.791562463234022	   0.000000000000000
    1	    0	  238	1907.983823252039656	   0.000000000000000
    0	    0	  239	   5.791562463234022	   0.000000000000000
    1	    0	  239	1907.983823252039656	   0.000000000000000
    0	    0	  240	   5.791562463234022	   0.000000000000000
    1	    0	  240	1907.983823252039656	   0.000000000000000
    0	    0	  241	   5.791562463234022	   0.000000000000000
    1	    0	  241	1907.983823252039656	   0.000000000000000
    0	    0	  242	   5.791562463234022	   0.000000000000000
    1	    0	  242	1907.983823252039656	   0.000000000000000
    0	    0	  243	   5.791562463234022	   0.000000000000000
    1	    0	  243	1907.983823252039656	   0.000000000000000
    0	    0	  244	   5.791562463234022	   0.000000000000000
    1	    0	  244	1907.983823252039656	   0.000000000000000
    0	    0	  245	   5.791562463234022	   0.000000000000000
    1	    0	  245	1907.983823252039656	   0.000000000000000
    0	    0	  246	   5.791562463234022	   0.000000000000000
    1	    0	  246	1907.983823252039656	   0.000000000000000
    0	    0	  247	   5.791562463234022	   0.000000000000000
    1	    0	  247	1907.983823252039656	   0.000000000000000
    0	    0	  248	   5.791562463234022	   0.000000000000000
    1	    0	  248	1907.983823252039656	   0.000000000000000
    0	    0	  249	   5.791562463234022	   0.000000000000000
    1	    0	  249	1907.983823252039656	   0.000000000000000
    0	    1	    0	   0.000000000000000	   0.000000000000000
    1	    1	    0	   0.000000000000000	   0.000000000000000
    0	    1	    1	   0.042664372419859	   0.000000042564547
    1	    1	    1	   0.046622403441468	   0.000000093834485
    0	    1	    2	   0.086274373155984	   0.000000032779792
    1	    1	    2	   0.093372540310497	   0.000000073561177
    0	    1	    3	   0.131230471873840	   0.000000053635867
    1	    1	    3	   0.141289335186001	   0.000000118610611
    0	    1	    4	   0.177642212905400	   0.000000048058409
    1	    1	    4	   0.190583924811741	   0.000000130883849
    0	    1	    5	   0.225588146682030	   0.000000058751197
    1	    1	    5	   0.241379610783644	   0.000000134716623
    0	    1	    6	   0.275137348525355	   0.000000173691193
    1	    1	    6	   0.293770832596055	   0.000000633238642
    0	    1	    7	   0.326355586803255	   0.000000258683568
