 TYPE	 PROD	               ASSET	             ValueVE	            ValueVEc	              SaveVE	             endoKVE	          SearchWWVE
    0	    0	  18.906728749073878	 -13.644249754942642	 -13.644249754942642	  16.992876239499406	   7.443620824944639	   0.208152507302982
    0	    0	  19.481951167002819	 -13.530171607880016	 -13.530171607880016	  17.526869264809623	   7.443620824944639	   0.206799884682591
    0	    0	  20.073795142107674	 -13.416589171262215	 -13.416589171262215	  18.076467150310958	   7.443620824944639	   0.205438214292153
    0	    0	  20.682740968887291	 -13.303511833624723	 -13.303511833624723	  18.642088828740643	   7.443620824944639	   0.204067855730447
    0	    0	  21.309282820372090	 -13.190948840674572	 -13.190948840674572	  19.224214810035186	   7.443620824944639	   0.202689195705019
    0	    0	  21.953929149156366	 -13.078908666486379	 -13.078908666486379	  19.823333704324391	   7.443620824944639	   0.201302469808783
    0	    0	  22.617203100018923	 -12.967399485979131	 -12.967399485979131	  20.439942812470139	   7.443620824944639	   0.199908157455445
    0	    0	  23.299642934466547	 -12.856429342797648	 -12.856429342797648	  21.074528631946830	   7.443620824944639	   0.198506922186746
    0	    0	  24.001802467545247	 -12.746005751956224	 -12.746005751956224	  21.727650132554732	   7.443620824944639	   0.197099072918855
    0	    0	  24.724251517273323	 -12.636135697224521	 -12.636135697224521	  22.399826098558496	   7.443620824944639	   0.195684918023426
    0	    0	  25.467576367061440	 -12.526825916803388	 -12.526825916803388	  23.091629568361263	   7.443620824944639	   0.194264701731779
    0	    0	  26.232380241494525	 -12.418082972232700	 -12.418082972232700	  23.803604989771731	   7.443620824944639	   0.192838828341332
    0	    0	  27.019283795861874	 -12.309913024894881	 -12.309913024894881	  24.536369259697672	   7.443620824944639	   0.191407532415450
    0	    0	  27.828925619832713	 -12.202321850349486	 -12.202321850349486	  25.290502558120359	   7.443620824944639	   0.189971101087867
    0	    0	  28.661962755685852	 -12.095314975322792	 -12.095314975322792	  26.066647250858846	   7.443620824944639	   0.188529765185810
    0	    0	  29.519071231514047	 -11.988897717856659	 -11.988897717856659	  26.865439315578122	   7.443620824944639	   0.187083868851043
    0	    0	  30.400946609835739	 -11.883075071598617	 -11.883075071598617	  27.687529182027081	   7.443620824944639	   0.185633709530717
    0	    0	  31.308304552059560	 -11.777851722583202	 -11.777851722583202	  28.533597048616897	   7.443620824944639	   0.184179523248420
    0	    0	  32.241881399259285	 -11.673232137292015	 -11.673232137292015	  29.404347988005600	   7.443620824944639	   0.182721570923631
    0	    0	  33.202434769730999	 -11.569220566973453	 -11.569220566973453	  30.300492450952163	   7.443620824944639	   0.181260153831928
    0	    0	  34.190744173817144	 -11.465821027836165	 -11.465821027836165	  31.222765973996690	   7.443620824944639	   0.179795506750109
    0	    0	  35.207611646496368	 -11.363037338983860	 -11.363037338983860	  32.171933411213423	   7.443620824944639	   0.178327858347886
    0	    0	  36.253862398252807	 -11.260873064677511	 -11.260873064677511	  33.148782773665523	   7.443620824944639	   0.176857465027101
    0	    0	  37.330345484752499	 -11.159331622147036	 -11.159331622147036	  34.154096344496395	   7.443620824944639	   0.175384614931928
    0	    0	  38.437934495871005	 -11.058416216444934	 -11.058416216444934	  35.188721703316361	   7.443620824944639	   0.173909525093867
    0	    0	  39.577528264630907	 -10.958129712230235	 -10.958129712230235	  36.253482533223597	   7.443620824944639	   0.172432538050691
    0	    0	  40.750051596624701	 -10.858478035663188	 -10.858478035663188	  37.330333370911248	   7.443620824944639	   0.170979669583361
    0	    0	  41.956456020515084	 -10.759466748472168	 -10.759466748472168	  38.437925687460982	   7.443620824944639	   0.169525786639430
    0	    0	  43.197720560221484	 -10.661097745426023	 -10.661097745426023	  39.577522500442491	   7.443620824944639	   0.168070630587591
    0	    0	  44.474852529419636	 -10.563372817379046	 -10.563372817379046	  40.750041315543541	   7.443620824944639	   0.166615934538615
    0	    0	  45.788888348999080	 -10.466082294058156	 -10.466082294058156	  41.956452005641310	   7.443620824944639	   0.164864371567827
    0	    0	  47.140894388141525	 -10.369234803032983	 -10.369234803032983	  43.197727340555168	   7.443620824944639	   0.162823819427376
    0	    0	  48.531967829703191	 -10.273043062600511	 -10.273043062600511	  44.474867821991282	   7.443620824944639	   0.160787268275323
    0	    0	  49.963237560602892	 -10.177507610624644	 -10.177507610624644	  45.806781346628441	   7.443620824944639	   0.158725633578116
    0	    0	  51.435865087938907	 -10.082625538943768	 -10.082625538943768	  47.180651912968287	   7.443620824944639	   0.156661405820000
    0	    0	  52.951045481577594	  -9.988400232804890	  -9.988400232804890	  48.594483890219919	   7.443620824944639	   0.154602106882950
    0	    0	  54.510008343979123	  -9.894832947063565	  -9.894832947063565	  50.049483407665022	   7.443620824944639	   0.152548996120717
    0	    0	  56.114018808047234	  -9.801924467540813	  -9.801924467540813	  51.546611369776016	   7.443620824944639	   0.150502861857092
    0	    0	  57.764378563812329	  -9.709678456258084	  -9.709678456258084	  53.087269625479422	   7.443620824944639	   0.148464485478086
    0	    0	  59.462426914782107	  -9.618095261923116	  -9.618095261923116	  54.672870365598328	   7.443620824944639	   0.146434756978841
    0	    0	  61.209541864815861	  -9.527174183705919	  -9.527174183705919	  56.304504782140562	   7.443620824944639	   0.144414960546881
    0	    0	  63.007141236405005	  -9.436916270217392	  -9.436916270217392	  57.983627500416155	   7.443620824944639	   0.142405826188810
    0	    0	  64.856683821267822	  -9.347320991061045	  -9.347320991061045	  59.711691746114241	   7.443620824944639	   0.140407756434811
    0	    0	  66.759670564190785	  -9.258387250283290	  -9.258387250283290	  61.490055907479132	   7.443620824944639	   0.138421248358660
    0	    0	  68.717645781079014	  -9.170114135555139	  -9.170114135555139	  63.320206214047715	   7.443620824944639	   0.136445622914308
    0	    0	  70.732198412202351	  -9.082500651565011	  -9.082500651565011	  65.203609111107085	   7.443620824944639	   0.134481089481635
    0	    0	  72.804963311656010	  -8.995545756085555	  -8.995545756085555	  67.141847921825729	   7.443620824944639	   0.132528073488032
    0	    0	  74.937622574080706	  -8.909248409214527	  -8.909248409214527	  69.136449483061384	   7.443620824944639	   0.130586489656374
    0	    0	  77.131906899719596	  -8.823607439198666	  -8.823607439198666	  71.189132849225174	   7.443620824944639	   0.128656574358913
    0	    0	  79.389596998920211	  -8.738621616647711	  -8.738621616647711	  73.301516841566212	   7.443620824944639	   0.126738863416215
    0	    0	  81.712525037219976	  -8.654289611450677	  -8.654289611450677	  75.475330453342139	   7.443620824944639	   0.124833485049396
    0	    0	  84.102576122189461	  -8.570609926451745	  -8.570609926451745	  77.712408067355909	   7.443620824944639	   0.122940769569703
    0	    0	  86.561689833238859	  -8.487580914011566	  -8.487580914011566	  80.014585412693066	   7.443620824944639	   0.121061085022711
    0	    0	  89.091861795629356	  -8.405200763346311	  -8.405200763346311	  82.383727623751028	   7.443620824944639	   0.119194465802005
    0	    0	  91.695145299967734	  -8.323373535652818	  -8.323373535652818	  84.837754914285711	   7.443620824944639	   0.117180046941279
    0	    0	  94.373652968496771	  -8.242161366472137	  -8.242161366472137	  87.346921320522199	   7.443620824944639	   0.115143013679673
    0	    0	  97.129558469535269	  -8.161595395752984	  -8.161595395752984	  89.928898514539483	   7.443620824944639	   0.113121520890290
    0	    0	  99.965098281458040	  -8.081674138301482	  -8.081674138301482	  92.586018793089593	   7.443620824944639	   0.111115514778523
    0	    0	 102.882573507647322	  -8.002395394428893	  -8.002395394428893	  95.320298509271709	   7.443620824944639	   0.109125126067744
    0	    0	 105.884351743889738	  -7.923757144504296	  -7.923757144504296	  98.134161834891913	   7.443620824944639	   0.107150715347963
    0	    0	 108.972868999732071	  -7.845757044242614	  -7.845757044242614	 101.029674476368555	   7.443620824944639	   0.105192322780074
    0	    0	 112.150631675357559	  -7.768393864778282	  -7.768393864778282	 104.009142730970865	   7.443620824944639	   0.103250273476728
    0	    0	 115.420218595584998	  -7.691665724389700	  -7.691665724389700	 107.075265209283771	   7.443620824944639	   0.101324756431335
    0	    0	 118.784283102641851	  -7.615570476129409	  -7.615570476129409	 110.230289058540421	   7.443620824944639	   0.099415920939948
    0	    0	 122.245555209410981	  -7.540106435613872	  -7.540106435613872	 113.476890068123140	   7.443620824944639	   0.097524044375606
    0	    0	 125.806843814895657	  -7.465271469694484	  -7.465271469694484	 116.817720989776504	   7.443620824944639	   0.095649349358738
