

 GMM :: -0.000000 	0.872890 	1.793593 	2.064395 	2.076873 	0.743579 	0.481418 	0.526987 	0.714549 	0.847430 	0.848441 	0.415344 	0.178476 	7.488173 	0.064956 	

 GMM :: -0.000000 	0.872890 	1.793593 	2.064395 	2.076873 	0.743579 	0.481418 	0.526987 	0.714549 	0.847430 	0.848441 	0.415344 	0.178476 	7.488173 	0.064956 	

 GMM :: -0.000000 	0.872890 	1.793593 	2.064395 	2.076873 	0.743579 	0.481418 	0.526987 	0.714549 	0.847430 	0.848441 	0.415344 	0.178476 	7.488173 	0.064956 	

 GMM :: -0.000000 	0.872890 	1.793593 	2.064395 	2.076873 	0.743579 	0.481418 	0.526987 	0.714549 	0.847430 	0.848441 	0.415344 	0.178476 	7.488173 	0.064956 	

 GMM :: -0.000000 	0.872890 	1.793593 	2.064395 	2.076873 	0.743579 	0.481418 	0.526987 	0.714549 	0.847430 	0.848441 	0.415344 	0.178476 	7.488173 	0.064956 	

 GMM :: -0.000000 	0.872890 	1.793593 	2.064395 	2.076873 	0.743579 	0.481418 	0.526987 	0.714549 	0.847430 	0.848441 	0.415344 	0.178476 	7.488173 	0.064956 	

 GMM :: -0.000000 	0.872890 	1.793593 	2.064395 	2.076873 	0.743579 	0.481418 	0.526987 	0.714549 	0.847430 	0.848441 	0.415344 	0.178476 	7.488173 	0.064956 	

 GMM :: 0.000000 	0.872890 	1.793593 	2.064395 	2.076873 	0.743579 	0.481418 	0.526987 	0.714549 	0.847430 	0.848441 	0.415344 	0.178476 	7.488173 	0.064956 	

 GMM :: -0.000000 	0.872890 	1.793593 	2.064395 	2.076873 	0.743579 	0.481418 	0.526987 	0.714549 	0.847430 	0.848441 	0.415344 	0.178476 	7.488173 	0.064956 	

 GMM :: -0.000000 	0.872890 	1.793593 	2.064395 	2.076873 	0.743579 	0.481418 	0.526987 	0.714549 	0.847430 	0.848441 	0.415344 	0.178476 	7.488173 	0.064956 	

 GMM :: -0.000000 	0.872890 	1.793593 	2.064395 	2.076873 	0.743579 	0.481418 	0.526987 	0.714549 	0.847430 	0.848441 	0.415344 	0.178476 	7.488173 	0.064956 	

 GMM :: -0.000000 	0.872890 	1.793593 	2.064395 	2.076873 	0.743579 	0.481418 	0.526987 	0.714549 	0.847430 	0.848441 	0.415344 	0.178476 	7.488173 	0.064956 	

 GMM :: -0.000000 	0.872890 	1.793593 	2.064395 	2.076873 	0.743579 	0.481418 	0.526987 	0.714549 	0.847430 	0.848441 	0.415344 	0.178476 	7.488173 	0.064956 	

 GMM :: -0.000000 	0.872890 	1.793593 	2.064395 	2.076873 	0.743579 	0.481418 	0.526987 	0.714549 	0.847430 	0.848441 	0.415344 	0.178476 	7.488173 	0.064956 	

