

 GMM :: -0.000000 	0.875702 	1.977082 	2.053151 	1.392626 	0.702389 	0.361126 	0.539198 	0.714657 	0.895665 	0.863827 	0.473444 	0.229054 	6.135417 	0.036340 	

 GMM :: -0.000000 	0.872890 	1.793593 	2.064395 	2.076873 	0.743579 	0.481418 	0.526987 	0.714549 	0.847430 	0.848441 	0.415344 	0.188476 	7.488173 	0.054956 	

 GMM :: -0.000000 	0.872890 	1.793593 	2.064395 	2.076873 	0.743579 	0.481418 	0.526987 	0.714549 	0.847430 	0.848441 	0.415344 	0.181476 	7.488173 	0.054956 	

 GMM :: -0.000000 	0.872890 	1.793593 	2.064395 	2.076873 	0.743579 	0.481418 	0.526987 	0.714549 	0.847430 	0.848441 	0.415344 	0.177476 	7.488173 	0.056956 	

 GMM :: -0.000000 	0.872890 	1.793593 	2.064395 	2.076873 	0.743579 	0.481418 	0.526987 	0.714549 	0.847430 	0.848441 	0.415344 	0.174476 	7.488173 	0.056956 	

 GMM :: -0.000000 	0.870000 	1.793593 	2.064395 	2.076873 	0.743579 	0.481418 	0.526987 	0.714549 	0.847430 	0.848441 	0.415344 	0.174476 	7.488173 	0.054956 	

 GMM :: -0.000000 	0.868000 	1.793593 	2.064395 	2.076873 	0.743579 	0.481418 	0.526987 	0.714549 	0.847430 	0.858441 	0.415344 	0.174476 	7.488173 	0.054956 	

 GMM :: -0.000000 	0.872890 	1.793593 	2.064395 	2.076873 	0.743579 	0.481418 	0.526987 	0.714549 	0.847430 	0.848441 	0.415344 	0.174476 	7.488173 	0.054956 	

 GMM :: -0.000000 	0.872890 	1.793593 	2.064395 	1.876873 	0.643579 	0.481418 	0.526987 	0.714549 	0.847430 	0.848441 	0.415344 	0.174476 	7.488173 	0.040000 	

 GMM :: -0.000000 	0.872890 	1.793593 	2.064395 	1.176873 	0.663579 	0.481418 	0.526987 	0.714549 	0.847430 	0.848441 	0.415344 	0.174476 	7.488173 	0.040000 	

 GMM :: -0.000000 	0.872890 	1.793593 	2.064395 	1.376873 	0.643579 	0.481418 	0.526987 	0.714549 	0.847430 	0.848441 	0.415344 	0.174476 	7.488173 	0.034000 	

 GMM :: -0.000000 	0.872890 	1.793593 	2.064395 	1.176873 	0.623579 	0.481418 	0.526987 	0.714549 	0.847430 	0.848441 	0.415344 	0.180476 	7.488173 	0.034000 	

 GMM :: -0.000000 	0.870000 	1.793593 	2.064395 	1.100000 	0.553579 	0.481418 	0.526987 	0.714549 	0.847430 	0.844410 	0.415344 	0.180476 	7.488173 	0.034000 	

 GMM :: -0.000000 	0.870000 	1.793593 	2.064395 	1.100000 	0.535790 	0.481418 	0.526987 	0.714549 	0.847430 	0.844410 	0.415344 	0.180476 	3.488173 	0.034000 	

 GMM :: -0.000000 	0.870000 	1.793593 	2.064395 	1.100000 	0.535790 	0.481418 	0.526987 	0.714549 	0.847430 	0.844410 	0.415344 	0.180476 	6.488173 	0.034000 	

 GMM :: -0.000000 	0.867000 	1.793593 	2.064395 	1.100000 	0.535790 	0.481418 	0.526987 	0.714549 	0.847430 	0.854410 	0.415344 	0.180476 	6.488173 	0.034000 	

 GMM :: -0.000000 	0.867000 	1.793593 	2.064395 	1.100000 	0.535790 	0.481418 	0.526987 	0.714549 	0.847430 	0.860410 	0.415344 	0.180476 	6.488173 	0.034000 	

 GMM :: -0.000000 	0.867000 	1.793593 	2.064395 	1.100000 	0.535790 	0.481418 	0.526987 	0.714549 	0.847430 	0.860410 	0.415344 	0.180476 	6.488173 	0.034000 	

 GMM :: -0.000000 	0.870000 	1.793593 	2.064395 	1.100000 	0.535790 	0.481418 	0.526987 	0.714549 	0.847430 	0.860410 	0.415344 	0.180476 	6.488173 	0.034000 	

 GMM :: -0.000000 	0.869000 	1.793593 	2.064395 	1.100000 	0.540000 	0.481418 	0.526987 	0.714549 	0.847430 	0.860410 	0.415344 	0.180476 	6.488173 	0.034000 	

 GMM :: -0.000000 	0.869000 	1.793593 	2.064395 	1.000000 	0.540000 	0.481418 	0.526987 	0.714549 	0.847430 	0.860410 	0.415344 	0.180476 	6.488173 	0.034000 	

 GMM :: -0.000000 	0.869000 	1.793593 	2.064395 	1.200000 	0.540000 	0.481418 	0.526987 	0.714549 	0.847430 	0.860410 	0.415344 	0.184476 	6.488173 	0.034000 	

 GMM :: -0.000000 	0.870000 	1.853593 	2.064395 	1.200000 	0.590000 	0.481418 	0.526987 	0.714549 	0.847430 	0.860410 	0.415344 	0.184760 	6.488173 	0.034000 	

 GMM :: -0.000000 	0.870000 	1.853593 	2.064395 	1.200000 	0.590000 	0.481418 	0.526987 	0.714549 	0.847430 	0.860410 	0.415344 	0.184760 	6.488173 	0.034000 	

 GMM :: -0.000000 	0.870000 	1.853593 	2.064395 	1.200000 	0.590000 	0.481418 	0.526987 	0.714549 	0.847430 	0.860410 	0.415344 	0.184760 	6.488173 	0.034000 	

 GMM :: -0.000000 	0.869000 	1.853593 	2.064395 	1.200000 	0.700000 	0.481418 	0.526987 	0.714549 	0.847430 	0.860410 	0.415344 	0.184760 	6.488173 	0.034000 	

 GMM :: -0.000000 	0.869000 	1.853593 	2.064395 	1.200000 	0.610000 	0.481418 	0.526987 	0.714549 	0.847430 	0.860410 	0.415344 	0.187760 	6.488173 	0.034000 	

 GMM :: -0.000000 	0.869000 	1.853593 	2.064395 	1.200000 	0.620000 	0.481418 	0.526987 	0.714549 	0.847430 	0.860410 	0.415344 	0.187760 	6.488173 	0.034000 	

 GMM :: -0.000000 	0.869000 	1.853593 	2.064395 	1.200000 	0.625000 	0.481418 	0.526987 	0.714549 	0.847430 	0.860410 	0.415344 	0.187760 	6.488173 	0.034000 	

 GMM :: -0.000000 	0.869000 	1.853593 	2.064395 	1.200000 	0.560000 	0.481418 	0.526987 	0.714549 	0.847430 	0.860410 	0.415344 	0.187760 	6.488173 	0.025000 	

 GMM :: -0.000000 	0.869000 	1.853593 	2.064395 	1.200000 	0.560000 	0.481418 	0.526987 	0.714549 	0.847430 	0.860410 	0.415344 	0.187760 	6.488173 	0.025000 	

 GMM :: -0.000000 	0.869000 	1.853593 	2.064395 	1.200000 	0.560000 	0.481418 	0.526987 	0.714549 	0.847430 	0.860410 	0.415344 	0.187760 	6.488173 	0.025000 	

 GMM :: -0.000000 	0.869000 	1.853593 	2.064395 	1.200000 	0.560000 	0.481418 	0.526987 	0.714549 	0.847430 	0.860410 	0.415344 	0.187760 	6.488173 	0.025000 	

 GMM :: -0.000000 	0.869000 	1.853593 	2.064395 	1.200000 	0.560000 	0.481418 	0.526987 	0.714549 	0.847430 	0.860410 	0.415344 	0.187760 	6.488173 	0.025000 	

 GMM :: -0.000000 	0.869000 	1.853593 	2.064395 	1.200000 	0.560000 	0.481418 	0.526987 	0.714549 	0.847430 	0.860410 	0.415344 	0.187760 	6.488173 	0.025000 	

 GMM :: -0.000000 	0.869000 	1.853593 	2.064395 	1.200000 	0.560000 	0.481418 	0.526987 	0.714549 	0.847430 	0.860410 	0.415344 	0.187760 	6.488173 	0.025000 	

 GMM :: -0.000000 	0.869000 	1.853593 	2.064395 	1.200000 	0.560000 	0.481418 	0.526987 	0.714549 	0.847430 	0.860410 	0.415344 	0.187760 	6.488173 	0.025000 	

 GMM :: -0.000000 	0.869000 	1.853593 	2.064395 	1.200000 	0.560000 	0.481418 	0.526987 	0.714549 	0.847430 	0.860410 	0.415344 	0.187760 	6.488173 	0.025000 	

 GMM :: -0.000000 	0.869000 	1.853593 	2.064395 	1.200000 	0.560000 	0.481418 	0.526987 	0.714549 	0.847430 	0.860410 	0.415344 	0.187760 	6.488173 	0.025000 	

 GMM :: -0.000000 	0.869000 	1.853593 	2.064395 	1.200000 	0.560000 	0.481418 	0.526987 	0.714549 	0.847430 	0.860410 	0.415344 	0.187760 	6.488173 	0.025000 	

 GMM :: -0.000000 	0.869000 	1.853593 	2.064395 	1.200000 	0.560000 	0.481418 	0.526987 	0.714549 	0.847430 	0.860410 	0.415344 	0.187760 	6.488173 	0.025000 	

 GMM :: -0.000000 	0.869000 	1.853593 	2.064395 	1.200000 	0.560000 	0.481418 	0.526987 	0.714549 	0.847430 	0.860410 	0.415344 	0.187760 	6.488173 	0.025000 	

 GMM :: -0.000000 	0.869000 	1.853593 	2.064395 	1.200000 	0.560000 	0.481418 	0.526987 	0.714549 	0.847430 	0.860410 	0.415344 	0.187760 	6.488173 	0.025000 	
