 PROD	               ASSET	            valueWW0	            valueUS0	            valueUL0	            valueWW1	            valueUS1	            valueUL1
    0	   5.017276098576197	 -18.470325088018175	 -25.253941997543837	 -25.399494488400581	 -18.407347212285959	 -19.090161866637672	 -19.170793313929273
    0	   5.191150578426639	 -18.355217597360461	 -25.017690236583636	 -25.157520035797646	 -18.289467157082459	 -18.958598446985715	 -19.037212979650914
    0	   5.370049314144351	 -18.239670467631914	 -24.783293803258019	 -24.918379072109925	 -18.171226297707808	 -18.826737254872647	 -18.903458752164852
    0	   5.554117486017097	 -18.123468445119453	 -24.549534697934813	 -24.680802205407531	 -18.052461804393090	 -18.694748992090766	 -18.769489002506642
    0	   5.743504469444626	 -18.006600402992920	 -24.315956982692477	 -24.443552027777539	 -17.933207659189971	 -18.562842854788727	 -18.635506597897852
    0	   5.938363956160092	 -17.889281666137080	 -24.082341512863479	 -24.206547472346301	 -17.813637818573046	 -18.431039302851634	 -18.501603991517616
    0	   6.138854078954332	 -17.771581371731493	 -23.848920220900862	 -23.969565378954453	 -17.693807973018458	 -18.299237060505082	 -18.367744319152525
    0	   6.345137540004107	 -17.653461980855958	 -23.616168621342261	 -23.733105453972946	 -17.573681413456548	 -18.167378565898488	 -18.233889313287445
    0	   6.557381742908535	 -17.534888982137492	 -23.384071995862094	 -23.497504512502431	 -17.453242768018633	 -18.035372929014997	 -18.099961551464418
    0	   6.775758928540808	 -17.415958478071676	 -23.152683717647196	 -23.262653701408297	 -17.332585836559552	 -17.903316699973793	 -17.965971841499275
    0	   7.000446314825505	 -17.296761455828698	 -22.921887886505999	 -23.028587023658027	 -17.211787913130934	 -17.771330313222229	 -17.832064027698021
    0	   7.231626240554826	 -17.177305657862334	 -22.691321911596923	 -22.795038066788585	 -17.090858031546663	 -17.639427585181956	 -17.698283686629708
    0	   7.469486313360592	 -17.057580704807283	 -22.461130590046483	 -22.561831091859982	 -16.969795273243051	 -17.507605098201040	 -17.564678122286846
    0	   7.714219561961972	 -16.937643966154582	 -22.231858881997216	 -22.329366260524250	 -16.848645048201611	 -17.375844344072565	 -17.431291617834304
    0	   7.966024592812593	 -16.817569146847777	 -22.003720302719472	 -22.098058504339292	 -16.727469887112619	 -17.244172553846195	 -17.298078822181491
    0	   8.225105751274045	 -16.697383429371065	 -21.776755094907973	 -21.868012232196030	 -16.606293730976383	 -17.112667535573571	 -17.165044929716029
    0	   8.491673287446705	 -16.577096191283697	 -21.550695037559148	 -21.639091783353724	 -16.485126512090048	 -16.981376578411098	 -17.032258873036415
    0	   8.765943526792318	 -16.456742877448683	 -21.325446411617360	 -21.411104314862495	 -16.364007812587520	 -16.850325372239183	 -16.899743867985453
    0	   9.048139045686920	 -16.336383559622160	 -21.101339236917351	 -21.184199787724086	 -16.242999489223255	 -16.719523450534730	 -16.767519898434628
    0	   9.338488852046499	 -16.216068893289439	 -20.878466706707353	 -20.958573092018000	 -16.122126829269526	 -16.588974645005617	 -16.635587448279363
    0	   9.637228571171983	 -16.095815688074971	 -20.656708975433357	 -20.734178478061441	 -16.001403846760216	 -16.458714413910503	 -16.503966184851432
    0	   9.944600636964415	 -15.975657341751502	 -20.436012321712788	 -20.510928669142647	 -15.880859387942834	 -16.328778051669484	 -16.372696605186107
    0	  10.260854488665400	 -15.855636272739353	 -20.216413923205934	 -20.288827554295743	 -15.760524021699009	 -16.199188564579053	 -16.241805431141582
    0	  10.586246773282603	 -15.735761952825465	 -19.998035946440005	 -20.067975642294584	 -15.640415121469490	 -16.069956937024589	 -16.111307064909720
    0	  10.921041553864477	 -15.616056301959143	 -19.780974020224388	 -19.848482031177564	 -15.520552138555432	 -15.941099877203918	 -15.981213828826442
    0	  11.265510523793269	 -15.496546264223888	 -19.565352540924430	 -19.630470034553518	 -15.400958494953452	 -15.812670511565896	 -15.851549673204673
    0	  11.619933227270224	 -15.377258948403480	 -19.351168045051178	 -19.413972278778548	 -15.281658313422534	 -15.684704903073492	 -15.722344257321465
    0	  11.984597286171908	 -15.258210693774057	 -19.138397473188380	 -19.198967159346928	 -15.162665584493638	 -15.557223031777848	 -15.593622268664591
    0	  12.359798633461725	 -15.139421752704694	 -18.927106731088998	 -18.985499091960452	 -15.043997750346033	 -15.430233606172784	 -15.465397206163578
    0	  12.745841753346063	 -15.020914645501961	 -18.717410357980288	 -18.773676214379631	 -14.925674824764824	 -15.303727583711982	 -15.337678814426816
    0	  13.143039928369985	 -14.902710834071826	 -18.509355978627369	 -18.563560150095569	 -14.807714572324832	 -15.177715463456249	 -15.210484489172858
    0	  13.551715493652951	 -14.784825942654491	 -18.302929125294483	 -18.355143419273148	 -14.690130944443544	 -15.052217438828427	 -15.083833885478494
    0	  13.972200098470935	 -14.667277195287195	 -18.098133141618980	 -18.148420849382699	 -14.572940132257289	 -14.927251603709266	 -14.957747220888887
    0	  14.404834975397117	 -14.550082765916464	 -17.895035961558087	 -17.943450755842225	 -14.456154082436642	 -14.802822234720697	 -14.832250882203237
    0	  14.849971217219700	 -14.433259713415652	 -17.693714712978633	 -17.740307625304137	 -14.339786883172488	 -14.678940369526696	 -14.707366216793526
    0	  15.307970061861486	 -14.316822442665950	 -17.494264268728280	 -17.539088811451329	 -14.223850852224798	 -14.555621039593442	 -14.583103704414349
    0	  15.779203185532456	 -14.200785455604569	 -17.296722123061997	 -17.339837603178523	 -14.108358403662526	 -14.432882326825494	 -14.459477429546368
    0	  16.264053004353240	 -14.085161881308645	 -17.101104313021331	 -17.142567710498660	 -13.993319621883401	 -14.310739413018094	 -14.336480586752707
    0	  16.762912984694282	 -13.969965677475967	 -16.907452492687735	 -16.947324154658592	 -13.878746017370537	 -14.189203562101186	 -14.214115622952093
    0	  17.276187962482517	 -13.855209836133612	 -16.715725833928651	 -16.754067161714541	 -13.764648404608593	 -14.068284563400473	 -14.092390786326609
    0	  17.804294471734682	 -13.740906157985531	 -16.525900787552651	 -16.562767883450153	 -13.651036543595113	 -13.947990740068384	 -13.971316379498097
    0	  18.347661082583901	 -13.627065745498252	 -16.337982689624987	 -16.373426966905622	 -13.537919392894585	 -13.828323632039750	 -13.850892573369665
    0	  18.906728749073878	 -13.513699732990307	 -16.151995757936675	 -16.186069831466533	 -13.425306103203548	 -13.709287801589440	 -13.731122623876303
    0	  19.481951167002819	 -13.400818480848837	 -15.967923557119631	 -16.000678947588778	 -13.313205188531477	 -13.590890571015699	 -13.612012790559520
    0	  20.073795142107674	 -13.288431439999522	 -15.785756854570437	 -15.817240058835051	 -13.201624346529741	 -13.473138096325304	 -13.493569688864268
    0	  20.682740968887291	 -13.176547751906662	 -15.605525691045028	 -15.635782360591833	 -13.090570984167826	 -13.356033852433839	 -13.375796010167399
    0	  21.309282820372090	 -13.065176366729760	 -15.427247083905744	 -15.456323876295913	 -12.980052385882395	 -13.239584008903597	 -13.258696464363593
    0	  21.953929149156366	 -12.954325651889434	 -15.250910142318757	 -15.278852589235022	 -12.870075329765552	 -13.123796192354842	 -13.142278449072512
    0	  22.617203100018923	 -12.844003468168903	 -15.076503353365105	 -15.103355026893745	 -12.760646137254335	 -13.008675268557900	 -13.026546889182566
    0	  23.299642934466547	 -12.734217533921177	 -14.904020281588780	 -14.929822540292363	 -12.651770996817959	 -12.894224394736156	 -12.911504384059253
    0	  24.001802467545247	 -12.624975282284289	 -14.733462589200508	 -14.758256074101045	 -12.543455877121414	 -12.780446864920076	 -12.797153607276305
    0	  24.724251517273323	 -12.516283641594566	 -14.564819213575754	 -14.588643250469843	 -12.435706330560890	 -12.667346668571405	 -12.683497859380875
    0	  25.467576367061440	 -12.408149194272763	 -14.398075484832113	 -14.420967806437465	 -12.328527606651239	 -12.554927161864441	 -12.570540219284897
    0	  26.232380241494525	 -12.300578249511872	 -14.233218924334604	 -14.255215524732931	 -12.221924721960066	 -12.443190753449782	 -12.458282655112463
    0	  27.019283795861874	 -12.193576817627577	 -14.070242969422999	 -14.091378849770688	 -12.115902449532914	 -12.332139685816189	 -12.346726888257205
    0	  27.828925619832713	 -12.087150585380357	 -13.909134902718254	 -13.929443864102970	 -12.010465288210726	 -12.221776641351642	 -12.235875015319825
    0	  28.661962755685852	 -11.981304935770105	 -13.749879585743223	 -13.769394043280782	 -11.905617476099758	 -12.112103887078144	 -12.125728941795668
    0	  29.519071231514047	 -11.876044980725613	 -13.592464987494351	 -13.611216098723327	 -11.801363031128254	 -12.003123146348278	 -12.016289972360083
    0	  30.400946609835739	 -11.771375596742828	 -13.436881397715849	 -13.454899318115062	 -11.697705757659973	 -11.894836191997991	 -11.907559388856845
    0	  31.308304552059560	 -11.667301381904423	 -13.283114842013235	 -13.300428664824588	 -11.594649219535011	 -11.787244984694041	 -11.799538682223858
    0	  32.241881399259285	 -11.563826665831904	 -13.131150290666024	 -13.147788003331954	 -11.492196775784665	 -11.680351057274024	 -11.692229025172081
    0	  33.202434769730999	 -11.460955555284190	 -12.980974094398508	 -12.996962667513166	 -11.390351551696206	 -11.574155576530453	 -11.585631194613443
    0	  34.190744173817144	 -11.358692008798709	 -12.832572260370734	 -12.847937701572270	 -11.289116523529884	 -11.468659718474811	 -11.479745941657033
    0	  35.207611646496368	 -11.257039767531085	 -12.685929394098356	 -12.700696764088772	 -11.188494522562072	 -11.363864604239811	 -11.374573994118339
    0	  36.253862398252807	 -11.156002266428617	 -12.541029314085590	 -12.555222717965318	 -11.088487989986575	 -11.259770906709978	 -11.270115688789936
    0	  37.330345484752499	 -11.055582809472851	 -12.397857149413056	 -12.411499208772074	 -10.989099291118587	 -11.156379176075179	 -11.166371199071522
    0	  38.437934495871005	 -10.955787047846719	 -12.256397503953448	 -12.269509648237310	 -10.890330309740490	 -11.053689579108473	 -11.063340361937611
    0	  39.577528264630907	 -10.856620274183047	 -12.116633845967044	 -12.129236656177113	 -10.792183078541967	 -10.951702560691883	 -10.961023223429368
    0	  40.750051596624701	 -10.758084778465347	 -11.978549955536749	 -11.990663239812539	 -10.694658014938991	 -10.850416746712385	 -10.859418249830055
    0	  41.956456020515084	 -10.660182388786877	 -11.842129348826354	 -11.853772096166015	 -10.597759676795617	 -10.749834475749221	 -10.758526208168174
    0	  43.197720560221484	 -10.562914965363518	 -11.707354432589897	 -11.718544733386807	 -10.501488288424035	 -10.649955880828724	 -10.658342586780210
    0	  44.474852529419636	 -10.466283240734121	 -11.574202244791463	 -11.584957469620619	 -10.405846899935421	 -10.550783455646933	 -10.558868583566341
    0	  45.788888348999080	 -10.370290563948121	 -11.442641459930284	 -11.452978400165723	 -10.310841583585285	 -10.452321155028713	 -10.460108273708112
    0	  47.140894388141525	 -10.274937374344336	 -11.312655830194108	 -11.322590517111284	 -10.216472445798313	 -10.354565874078942	 -10.362058954263395
    0	  48.531967829703191	 -10.180226095018444	 -11.184231294508649	 -11.193779114313507	 -10.122741417787296	 -10.257517936837724	 -10.264721416856510
    0	  49.963237560602892	 -10.086160370814252	 -11.057344674622229	 -11.066520487804869	 -10.029648812544162	 -10.161175678868483	 -10.168099408645201
    0	  51.435865087938907	  -9.992737532249947	 -10.931981959230667	 -10.940799922192271	  -9.937194896055891	 -10.065537347005860	 -10.072192202543278
    0	  52.951045481577594	  -9.899958889300450	 -10.808147752243480	 -10.816621077612092	  -9.845384205805139	  -9.970606735649953	  -9.977003154035767
    0	  54.510008343979123	  -9.807824836145690	 -10.685825873785049	 -10.693967520735445	  -9.754216490088552	  -9.876382995061039	  -9.882533023757409
    0	  56.114018808047234	  -9.716335972444899	 -10.565003841967167	 -10.572826131701852	  -9.663689432981297	  -9.782862237099547	  -9.788779894581694
    0	  57.764378563812329	  -9.625495511198414	 -10.445674956814560	 -10.453189470073058	  -9.573804006685235	  -9.690046009264938	  -9.695744681420623
    0	  59.462426914782107	  -9.535303250139362	 -10.327827085188254	 -10.335045011512346	  -9.484559507470033	  -9.597933849453742	  -9.603426317818805
    0	  61.209541864815861	  -9.445757878826194	 -10.211449588780390	 -10.218381547010956	  -9.395954114965081	  -9.506523798205299	  -9.511822000716759
    0	  63.007141236405005	  -9.356860076774629	 -10.096529141464766	 -10.103185325977870	  -9.307987729478835	  -9.415815375832358	  -9.420927254369792
    0	  64.856683821267822	  -9.268609225403100	  -9.983053315331253	  -9.989443414752992	  -9.220659450581795	  -9.325807265592104	  -9.330739143941912
    0	  66.759670564190785	  -9.181004137322155	  -9.870994666225968	  -9.877128692113317	  -9.133967815362627	  -9.236497644380492	  -9.241255710199155
    0	  68.717645781079014	  -9.094044549909219	  -9.760331889755992	  -9.766219271452641	  -9.047912247582815	  -9.147883635730281	  -9.152473847958758
    0	  70.732198412202351	  -9.007729571295890	  -9.651051477423561	  -9.656701022507765	  -8.962491609505882	  -9.059962775574441	  -9.064390852035373
    0	  72.804963311656010	  -8.922058049065946	  -9.543130527302754	  -9.548552015805353	  -8.877704445058722	  -8.972733123667780	  -8.977004636864592
    0	  74.937622574080706	  -8.837029194911185	  -9.436549333437510	  -9.441752127026199	  -8.793549654071974	  -8.886192049942835	  -8.890312383755793
    0	  77.131906899719596	  -8.752641808240496	  -9.331292610311801	  -9.336285463972196	  -8.710025800834835	  -8.800337016198784	  -8.804311353017408
    0	  79.389596998920211	  -8.668894535374406	  -9.227339824409270	  -9.232131430856994	  -8.627131228948052	  -8.715165642210970	  -8.718999039001670
    0	  81.712525037219976	  -8.585786132182985	  -9.124668790306924	  -9.129267574278552	  -8.544864282175130	  -8.630674852210177	  -8.634372174473080
    0	  84.102576122189461	  -8.503315039643537	  -9.023261775871910	  -9.027675592401666	  -8.463223466441079	  -8.546861672399466	  -8.550427671887610
    0	  86.561689833238859	  -8.421479542598700	  -8.923098683925302	  -8.927335197929038	  -8.382206240484470	  -8.463722533923136	  -8.467161749996118
    0	  89.091861795629356	  -8.340277980397751	  -8.824161524202241	  -8.828227986238366	  -8.301811486819101	  -8.381255188459578	  -8.384571911557840
    0	  91.695145299967734	  -8.259708272612317	  -8.726427021772118	  -8.730330645636418	  -8.222038753819302	  -8.299458118353765	  -8.302656660155598
    0	  94.373652968496771	  -8.179768337349945	  -8.629880149622650	  -8.633627461014331	  -8.142885850956437	  -8.218327684791380	  -8.221412095630509
    0	  97.129558469535269	  -8.100457350191688	  -8.534506184127899	  -8.538103458212030	  -8.064351263458773	  -8.137861547635882	  -8.140835848169866
    0	  99.965098281458040	  -8.021774004216072	  -8.440283233155892	  -8.443736814231285	  -7.986432337291604	  -8.058056030840657	  -8.060924026618624
    0	 102.882573507647322	  -7.943716263689521	  -8.347198320742153	  -8.350513892193435	  -7.909128272202175	  -7.978909122668145	  -7.981674447684262
    0	 105.884351743889738	  -7.866282024555770	  -8.255232373678499	  -8.258415679524928	  -7.832437604332871	  -7.900418788902006	  -7.903085061616171
    0	 108.972868999732071	  -7.789469144099748	  -8.164368522037222	  -8.167424964161702	  -7.756358120384674	  -7.822581620554498	  -7.825152267090752
    0	 112.150631675357559	  -7.713276465604483	  -8.074594337668248	  -8.077528933732705	  -7.680888598794007	  -7.745395483372787	  -7.747873812984684
    0	 115.420218595584998	  -7.637702124791292	  -7.985891785416686	  -7.988709590926836	  -7.606027128827827	  -7.668857804892349	  -7.671247065217358
    0	 118.784283102641851	  -7.562744144134784	  -7.898246164594686	  -7.900951885014113	  -7.531771704013821	  -7.592965473439105	  -7.595268758310334
    0	 122.245555209410981	  -7.488400856940687	  -7.811643678368122	  -7.814241813297609	  -7.458120669348160	  -7.517716087831778	  -7.519936396659842
    0	 125.806843814895657	  -7.414670201461445	  -7.726068472154257	  -7.728563421348126	  -7.385072013469045	  -7.443106871465849	  -7.445247117305865
    0	 129.471038983704346	  -7.341550125515585	  -7.641506349933067	  -7.643902271783792	  -7.312623688479071	  -7.369134857542029	  -7.371197843213684
    0	 133.241114291401544	  -7.269038627773122	  -7.557943510924600	  -7.560244393240683	  -7.240773612127684	  -7.295797213825853	  -7.297785652550752
    0	 137.120129237630067	  -7.197133530410234	  -7.475365742676986	  -7.477575431149649	  -7.169519499209015	  -7.223090898422013	  -7.225007416933894
    0	 141.111231728963531	  -7.125832566374712	  -7.393759146584681	  -7.395881323174133	  -7.098858976388084	  -7.151012743092393	  -7.152859877119714
    0	 145.217660633501509	  -7.055133355338501	  -7.313110278456482	  -7.315148466834104	  -7.028789584507586	  -7.079559548904437	  -7.081339749833042
    0	 149.442748409283439	  -6.985033358098558	  -7.233405535405402	  -7.235363127194311	  -6.959308726571206	  -7.008728009797666	  -7.010443647282503
    0	 153.789923808651281	  -6.915529928414409	  -7.154631472510057	  -7.156511720009776	  -6.890413768353745	  -6.938514765229228	  -6.940168126459961
    0	 158.262714660759030	  -6.846620300500783	  -7.076774984897184	  -7.078581002839814	  -6.822102024251771	  -6.868916439437492	  -6.870509733921513
    0	 162.864750734483721	  -6.778301621437304	  -6.999823001206384	  -7.001557781985506	  -6.754370740271219	  -6.799929609738731	  -6.801464971153099
    0	 167.599766684062956	  -6.710571007702633	  -6.923762736385003	  -6.925429146432696	  -6.687217162147959	  -6.731550852035708	  -6.733030339112642
    0	 172.471605079850434	  -6.643425526652169	  -6.848581669008414	  -6.850182455887361	  -6.620638545546692	  -6.663776784845994	  -6.665202383656263
    0	 177.484219526645859	  -6.576862213068494	  -6.774267449143396	  -6.775805248746286	  -6.554632227180798	  -6.596604129780530	  -6.597977753719968
    0	 182.641677872133812	  -6.510878100702529	  -6.700808026965880	  -6.702285364396499	  -6.489195534773049	  -6.530029596769727	  -6.531353097448941
    0	 187.948165508031963	  -6.445470248612148	  -6.628191671697707	  -6.629610966041613	  -6.424325610483384	  -6.464049719349331	  -6.465324887070489
    0	 193.407988766628506	  -6.380635734716412	  -6.556406866020791	  -6.557770437501793	  -6.360019493565615	  -6.398660935550822	  -6.399889499026162
    0	 199.025578415467606	  -6.316371558653705	  -6.485442189669547	  -6.486752266144682	  -6.296274106109324	  -6.333859567444780	  -6.335043198763199
    0	 204.805493253013822	  -6.252674610133236	  -6.415286349987961	  -6.416545069482193	  -6.233086178087700	  -6.269641748375304	  -6.270782064636355
    0	 210.752423808219334	  -6.189541692673788	  -6.345928169639477	  -6.347137584392532	  -6.170452328541287	  -6.206003511776705	  -6.207102073407213
    0	 216.871196146991878	  -6.126969489664392	  -6.277356531379616	  -6.278518612415635	  -6.108369222166099	  -6.142940957814500	  -6.143999267528231
    0	 223.166775788653098	  -6.064954570369998	  -6.209560430740358	  -6.210677069693425	  -6.046833542744270	  -6.080450214761482	  -6.081469723658974
    0	 229.644271735569305	  -6.003493479166183	  -6.142529102721201	  -6.143602112541555	  -5.985841946664805	  -6.018527397610252	  -6.019509504900128
