ASSET	                 all	                  VE	                  WW	                  US	                  UL
   0.000000000000000	   0.035801741265987	   0.000000000000000	   0.033977157741885	   0.001755502742099	   0.000069080782002
   0.028895878633786	   0.011663160111192	   0.000000512491421	   0.010736356482740	   0.000446221079784	   0.000480070057247
   0.058626729069591	   0.005751374559026	   0.000002089303899	   0.005366262595538	   0.000251720277107	   0.000131302382482
   0.089216678551268	   0.007428130300271	   0.000003220878470	   0.006939607909224	   0.000334139845508	   0.000151161667069
   0.120690551500581	   0.005097452792333	   0.000002510135069	   0.004626842376646	   0.000193570748395	   0.000274529532224
   0.153073889662773	   0.006346805489572	   0.000003973657207	   0.005821021917413	   0.000258699944086	   0.000263109970866
   0.186392972834257	   0.006575131001360	   0.000004612440710	   0.006083508475889	   0.000284526364487	   0.000202483720273
   0.220674840189252	   0.004362651061857	   0.000003305834769	   0.004030409303431	   0.000189114157100	   0.000139821766557
   0.255947312222677	   0.007518614919848	   0.000004112903441	   0.006994125458201	   0.000275741971857	   0.000244634586350
   0.292239013327094	   0.012646647201407	   0.000005349924697	   0.011983840389832	   0.000451556590258	   0.000205900296620
   0.329579395022038	   0.008327278304173	   0.000005300421526	   0.007760691152802	   0.000325416433021	   0.000235870296825
   0.367998759854577	   0.006584521352782	   0.000004292622227	   0.006122771721908	   0.000248097928942	   0.000209359079705
   0.407528285990505	   0.006717431942784	   0.000004499679192	   0.006209815209944	   0.000247277878006	   0.000255839175641
   0.448200052516108	   0.007686767544782	   0.000005171395858	   0.007173950278363	   0.000293250724340	   0.000214395146221
   0.490047065471057	   0.012624872166593	   0.000006105124798	   0.011920839544088	   0.000434770955386	   0.000263156542322
   0.533103284633538	   0.009939752907602	   0.000006745470419	   0.009306423324622	   0.000357328368721	   0.000269255743840
   0.577403651079368	   0.008752677129610	   0.000006632412032	   0.008194995145761	   0.000317958549909	   0.000233091021908
   0.622984115537448	   0.010351321064346	   0.000008369495580	   0.009733409190613	   0.000361054811705	   0.000248487566448
   0.669881667564581	   0.012777369869034	   0.000012280000523	   0.012035528497635	   0.000429382845049	   0.000300178525826
   0.718134365563312	   0.010337192832879	   0.000011900141174	   0.009710665228569	   0.000358206743258	   0.000256420719877
   0.767781367667167	   0.012857281465796	   0.000011154238099	   0.012168680072247	   0.000430299999146	   0.000247147156305
   0.818862963518346	   0.013439075732860	   0.000020000147351	   0.012721308106903	   0.000444690215944	   0.000253077262661
   0.871420606963662	   0.013205509991494	   0.000051913997520	   0.012439203133307	   0.000431241693826	   0.000283151166842
   0.925496949695250	   0.014010417356144	   0.000052782271992	   0.013221181583999	   0.000455073650065	   0.000281379850088
   0.981135875863370	   0.014876264169092	   0.000100022655848	   0.014059787142594	   0.000475050050270	   0.000241404320380
   1.038382537689358	   0.015488419017808	   0.000106153229398	   0.014617686407233	   0.000494092782001	   0.000270486599177
   1.097283392107659	   0.016064742292401	   0.000158409765610	   0.015134160099903	   0.000499030033991	   0.000273142392897
   1.157886238466658	   0.016502558278144	   0.000163012847690	   0.015561729034364	   0.000511221279827	   0.000266595116263
   1.220240257318908	   0.017553020717331	   0.000173461122636	   0.016592914878137	   0.000533948506321	   0.000252696210237
   1.284396050332241	   0.017632178807260	   0.000192002497508	   0.016664244919781	   0.000534599719020	   0.000241331670951
   1.350405681354142	   0.017639143686238	   0.000205886852135	   0.016662124833705	   0.000528898270893	   0.000242233729505
   1.418322718662713	   0.018739601002333	   0.000216630938665	   0.017742976184054	   0.000556090160676	   0.000223903718938
   1.488202278438519	   0.016662796059970	   0.000216720605636	   0.015749964361942	   0.000489825847818	   0.000206285244574
   1.560101069492589	   0.017435093988221	   0.000220049377747	   0.016502807757899	   0.000505203602285	   0.000207033250290
   1.634077439286873	   0.017040801185598	   0.000222522600737	   0.016123920277130	   0.000487656629667	   0.000206701678064
   1.710191421284502	   0.016595056523875	   0.000254313516137	   0.015667767600701	   0.000470178013248	   0.000202797393790
   1.788504783668267	   0.016808241614653	   0.000249376861875	   0.015895155443492	   0.000466866979325	   0.000196842329961
   1.869081079466878	   0.015904682861119	   0.000243758246581	   0.015029597795599	   0.000440974107534	   0.000190352711405
   1.951985698129646	   0.015784470051348	   0.000236598357816	   0.014932452215240	   0.000431404869907	   0.000184014608385
   2.037285918591472	   0.015205006778257	   0.000198354305990	   0.014419249851545	   0.000413141209731	   0.000174261410991
   2.125050963871200	   0.015801392238263	   0.000192873944621	   0.015031179598928	   0.000423384168282	   0.000153954526432
   2.215352057247619	   0.015098443253565	   0.000187588282099	   0.014344147359296	   0.000404296320809	   0.000162411291362
   2.308262480058741	   0.014758530522636	   0.000181520748354	   0.014033342165153	   0.000390544353655	   0.000153123255473
   2.403857631171228	   0.014408335961892	   0.000170131900200	   0.013721965920349	   0.000377265466202	   0.000138972675142
   2.502215088168239	   0.013673460710225	   0.000156273286769	   0.013028982359622	   0.000355304076181	   0.000132900987654
   2.603414670305364	   0.013226116624177	   0.000156195567734	   0.012605714722301	   0.000339138686985	   0.000125067647156
   2.707538503285713	   0.012555721011679	   0.000148940342011	   0.011964711800928	   0.000319434425389	   0.000122634443350
   2.814671085906746	   0.011784430132353	   0.000145328603789	   0.011222576345623	   0.000298924329023	   0.000117600853918
   2.924899358632921	   0.011300983100855	   0.000134016418054	   0.010766903818411	   0.000285008024283	   0.000115054840107
   3.038312774149804	   0.010292992809880	   0.000177361856161	   0.009748126597504	   0.000257152200863	   0.000110352155353
   3.155003369956905	   0.009526903777382	   0.000162362669103	   0.009049355649488	   0.000237232584161	   0.000077952874629
   3.275065843058154	   0.009103076912287	   0.000284540485514	   0.008484350280938	   0.000220955986327	   0.000113230159508
   3.398597626810607	   0.007895343117554	   0.000339600845826	   0.007274282384596	   0.000196058298897	   0.000085401588235
   3.525698969993787	   0.008443796521657	   0.000462219700703	   0.007672555674077	   0.000204736388251	   0.000104284758626
   3.656473018163779	   0.007992813430812	   0.000525862368821	   0.007174061005365	   0.000192217125350	   0.000100672931276
   3.791025897358140	   0.007603280793469	   0.000601562278920	   0.006721881876155	   0.000180978572612	   0.000098858065783
   3.929466800219529	   0.007530108384986	   0.000661349242475	   0.006597344349157	   0.000176158675304	   0.000095256118050
   4.071908074607951	   0.007248144626698	   0.000722211457367	   0.006264154453285	   0.000167873040615	   0.000093905675431
   4.218465314773542	   0.007131930599735	   0.000801902585180	   0.006076964224722	   0.000162472027511	   0.000090591762322
   4.369257455163862	   0.006942840835924	   0.000869998608164	   0.005828223434692	   0.000155859717388	   0.000088759075679
   4.524406866941830	   0.006731083890051	   0.000919876594021	   0.005575592583190	   0.000148644820156	   0.000086969892684
   4.684039457292635	   0.006503813407447	   0.000968443885520	   0.005311609582902	   0.000141259267560	   0.000082500671466
   4.848284771600217	   0.006243472637395	   0.001012075687600	   0.005015236202786	   0.000133562593524	   0.000082598153486
   5.017276098576197	   0.006074887173358	   0.001058658932982	   0.004806218518188	   0.000127662761991	   0.000082346960197
   5.191150578426639	   0.005839499432815	   0.001101509905443	   0.004537479689329	   0.000120366588066	   0.000080143249977
   5.370049314144351	   0.005630157534332	   0.001137567711299	   0.004300570932773	   0.000114032826288	   0.000077986063972
   5.554117486017097	   0.005418466935611	   0.001169793705967	   0.004063319463839	   0.000107682361842	   0.000077671403963
   5.743504469444626	   0.005218685333104	   0.001194706623472	   0.003843595164970	   0.000101854397656	   0.000078529147007
   5.938363956160092	   0.005000922158829	   0.001208461566736	   0.003619705625420	   0.000095923626615	   0.000076831340058
   6.138854078954332	   0.004785602345539	   0.001210197833583	   0.003409753460018	   0.000090415839948	   0.000075235211991
   6.345137540004107	   0.004532932888863	   0.001216116671310	   0.003157744294512	   0.000084040609679	   0.000075031313362
   6.557381742908535	   0.004362884610966	   0.001225614641096	   0.002983665424615	   0.000079556153472	   0.000074048391782
   6.775758928540808	   0.004191942868091	   0.001226920258901	   0.002817183224545	   0.000075275927906	   0.000072563456739
   7.000446314825505	   0.004037140681537	   0.001229460837457	   0.002663355948831	   0.000071475688806	   0.000072848206443
   7.231626240554826	   0.003893436390633	   0.001228690969208	   0.002523959577255	   0.000067894402337	   0.000072891441832
   7.469486313360592	   0.003787233361637	   0.001226794468668	   0.002421241883435	   0.000065562950882	   0.000073634058652
   7.714219561961972	   0.003673132222433	   0.001223656200836	   0.002313256395997	   0.000062787617265	   0.000073432008335
   7.966024592812593	   0.003581875429790	   0.001219262914066	   0.002229252238281	   0.000060554197509	   0.000072806079935
   8.225105751274045	   0.003488931002518	   0.001216235791131	   0.002141025638480	   0.000058124946830	   0.000073544626076
   8.491673287446705	   0.003445486015096	   0.001217623361607	   0.002096068319216	   0.000056928088950	   0.000074866245323
   8.765943526792318	   0.003301095768522	   0.001206889626868	   0.001964638687453	   0.000053785369316	   0.000075782084884
   9.048139045686920	   0.003375420333987	   0.001221079401990	   0.002023666159738	   0.000054664472030	   0.000076010300229
   9.338488852046499	   0.003336412232439	   0.001218074029520	   0.001988756745868	   0.000053777857483	   0.000075803599567
   9.637228571171983	   0.003312049496621	   0.001215943384947	   0.001967206745126	   0.000053165721900	   0.000075733644648
   9.944600636964415	   0.003264777988203	   0.001210839211421	   0.001925866727743	   0.000052028256983	   0.000076043792056
  10.260854488665400	   0.003219713564204	   0.001207559358026	   0.001884776629676	   0.000050887353470	   0.000076490223032
  10.586246773282603	   0.003177072141803	   0.001204550541555	   0.001845719203999	   0.000049854288544	   0.000076948107706
  10.921041553864477	   0.003130099709623	   0.001195452014651	   0.001808551835597	   0.000048844843848	   0.000077251015526
  11.265510523793269	   0.003101403806679	   0.001199871626304	   0.001776061758750	   0.000047891276134	   0.000077579145491
  11.619933227270224	   0.003058725008608	   0.001193397093319	   0.001740219776554	   0.000046916400753	   0.000078191737983
  11.984597286171908	   0.003018967744148	   0.001187595925687	   0.001706661390671	   0.000046008329320	   0.000078702098470
  12.359798633461725	   0.002975174087839	   0.001179220433722	   0.001671378295833	   0.000045053582390	   0.000079521775894
  12.745841753346063	   0.002934554379099	   0.001172586480572	   0.001638122421206	   0.000044189222541	   0.000079656254781
  13.143039928369985	   0.002891195896871	   0.001165399625753	   0.001602392917338	   0.000043286800952	   0.000080116552828
  13.551715493652951	   0.002865232218669	   0.001157166274545	   0.001584829968075	   0.000042741784324	   0.000080494191726
  13.972200098470935	   0.002860161640437	   0.001158949064744	   0.001577957146520	   0.000042398119442	   0.000080857309732
  14.404834975397117	   0.002822871426884	   0.001150561276867	   0.001549756827165	   0.000041626439219	   0.000080926883633
  14.849971217219700	   0.002786742880494	   0.001141863475529	   0.001522503696724	   0.000040875027999	   0.000081500680242
  15.307970061861486	   0.002751366825630	   0.001133096497224	   0.001496306547194	   0.000040150570544	   0.000081813210668
  15.779203185532456	   0.002716990292322	   0.001124566215732	   0.001470754409492	   0.000039438352844	   0.000082231314254
  16.264053004353240	   0.002682937205153	   0.001115388074705	   0.001445872627394	   0.000038738524618	   0.000082937978436
  16.762912984694282	   0.002648741524142	   0.001105711291812	   0.001421222265299	   0.000038049507586	   0.000083758459445
  17.276187962482517	   0.002620824257298	   0.001101998874739	   0.001397374342570	   0.000037361601292	   0.000084089438697
  17.804294471734682	   0.002585952155004	   0.001091808779522	   0.001372933120197	   0.000036680749500	   0.000084529505786
  18.347661082583901	   0.002551475316109	   0.001081549614090	   0.001348896243272	   0.000036007302205	   0.000085022156542
  18.906728749073878	   0.002516861645325	   0.001071343183445	   0.001325160540786	   0.000035344565892	   0.000085013355201
  19.481951167002819	   0.002484837136336	   0.001063435781905	   0.001301474064563	   0.000034675584464	   0.000085251705405
  20.073795142107674	   0.002451759997109	   0.001053676090158	   0.001278282290705	   0.000034001226441	   0.000085800389804
  20.682740968887291	   0.002416542233680	   0.001042655163669	   0.001254162557755	   0.000033328491017	   0.000086396021239
  21.309282820372090	   0.002385618012881	   0.001035287819823	   0.001230617848687	   0.000032660551199	   0.000087051793172
  21.953929149156366	   0.002349965521650	   0.001023769316329	   0.001206387901680	   0.000031983747053	   0.000087824556587
  22.617203100018923	   0.002313805089100	   0.001011904570011	   0.001182084510238	   0.000031304283544	   0.000088511725307
  23.299642934466547	   0.002278765656820	   0.001000594924340	   0.001158150492648	   0.000030641900782	   0.000089378339048
  24.001802467545247	   0.002244331577982	   0.000990090795223	   0.001134152154957	   0.000029967253653	   0.000090121374150
  24.724251517273323	   0.002207325856965	   0.000977952635979	   0.001109375849089	   0.000029274994319	   0.000090722377578
  25.467576367061440	   0.002171683487367	   0.000966017689766	   0.001085216652587	   0.000028610028744	   0.000091839116270
  26.232380241494525	   0.002138720814451	   0.000955583898617	   0.001062017354962	   0.000027952012445	   0.000093167548426
  27.019283795861874	   0.002099427087955	   0.000942266908160	   0.001035936553273	   0.000027199024511	   0.000094024602011
  27.828925619832713	   0.002063380578642	   0.000929396144590	   0.001012045038452	   0.000026537666809	   0.000095401728792
  28.661962755685852	   0.002033111580015	   0.000917684105293	   0.000991774248034	   0.000025949487704	   0.000097703738984
  29.519071231514047	   0.001997569384476	   0.000905080707528	   0.000968003135325	   0.000025194477812	   0.000099291063810
  30.400946609835739	   0.001963578553323	   0.000892270532914	   0.000946618307334	   0.000024587060187	   0.000100102652889
  31.308304552059560	   0.001935821276357	   0.000880603127141	   0.000927966321706	   0.000024049015543	   0.000103202811966
  32.241881399259285	   0.001897898295677	   0.000867088557025	   0.000900650019344	   0.000023163093919	   0.000106996625388
