 TYPE	 PROD	               ASSET	             ValueVE	            ValueVEc	              SaveVE	             endoKVE	          SearchWWVE	          ValueVEwUI	         ValueVEwUIc	           SaveVEwUI	       SearchWWVEwUI
    0	    0	   0.000000000000000	-1000.000000000000000	-1000.000000000000000	   0.000000000000000	   0.000000000000000	   0.000000000000000	   0.000000000000000	   0.000000000000000	   0.000000000000000	   0.000000000000000
    0	    0	   0.028895878633786	 -31.252838191112151	 -31.252838191112119	   0.000000000000000	   0.035218213436237	   0.689917101837750	   0.000000000000000	   0.000000000000000	   0.000000000000000	   0.000000000000000
    0	    0	   0.058626729069591	 -29.110591073788985	 -29.110591073788985	   0.000000000000000	   0.071086071110788	   0.689917101837750	   0.000000000000000	   0.000000000000000	   0.000000000000000	   0.000000000000000
    0	    0	   0.089216678551268	 -28.080309159339045	 -28.080309159339045	   0.000000000000000	   0.107871950209688	   0.689917101837750	   0.000000000000000	   0.000000000000000	   0.000000000000000	   0.000000000000000
    0	    0	   0.120690551500581	 -27.432077505644649	 -27.432077505644649	   0.000000000000000	   0.145645831908116	   0.689917101837750	   0.000000000000000	   0.000000000000000	   0.000000000000000	   0.000000000000000
    0	    0	   0.153073889662773	 -26.970893001055980	 -26.970893001055980	   0.000000000000000	   0.184455709934011	   0.689917101837750	   0.000000000000000	   0.000000000000000	   0.000000000000000	   0.000000000000000
    0	    0	   0.186392972834257	 -26.618487690786644	 -26.618487690786644	   0.000000000000000	   0.224342506001511	   0.689917101837750	   0.000000000000000	   0.000000000000000	   0.000000000000000	   0.000000000000000
    0	    0	   0.220674840189252	 -26.200699214102521	 -26.200699214102521	   0.028895888688893	   0.265344357147164	   0.543787587319165	   0.000000000000000	   0.000000000000000	   0.000000000000000	   0.000000000000000
    0	    0	   0.255947312222677	 -25.929648554748482	 -25.929648554748482	   0.028895888444258	   0.307498326762724	   0.543787587631546	   0.000000000000000	   0.000000000000000	   0.000000000000000	   0.000000000000000
    0	    0	   0.292239013327094	 -25.691260684394869	 -25.691260684394869	   0.058626708307811	   0.350841229065704	   0.498854086862538	   0.000000000000000	   0.000000000000000	   0.000000000000000	   0.000000000000000
    0	    0	   0.329579395022038	 -25.473159099395126	 -25.473159099395126	   0.058626743495525	   0.395410081640149	   0.498854037769305	   0.000000000000000	   0.000000000000000	   0.000000000000000	   0.000000000000000
